"","Name","code","individual","day","experiment","treatment","planed_treatment","B1","B2","B3","S1U","S1V","S1B","S1G","S1Y","S1R","S2","S3","S4","S5","S6","S7","S8","S9","S10","H1","H2","H3","H4","H5"
"X11.1","X11.1","habit11.1",11,1,"habituation","natural","natural",1072.59253593084,2.67479435394224,3.32704563976763,0.209293807079951,0.244983917468902,0.277000442582121,0.246284446597062,0.194099443326245,0.274822820974155,1.68407561172054,0.151672588945862,0.0254482947377799,64.3153506504383,1.35145403532147,0.33360684746589,0.505255304330081,0.205465045506891,0.0128578859024186,700,481,581,0.947390259862366,456
"X12.1","X12.1","habit12.1",12,1,"habituation","natural","light",2007.13401800721,5.00532174066635,7.14813376293374,0.147584653326194,0.174396968546886,0.24598400828191,0.284756876109314,0.235901523548317,0.329346589749539,4.91627334188263,0.179588607936478,0.0276124222013898,387.362767446874,5.69415973304458,-0.561113926936395,1.13762112169167,0.349074947825338,0.0314124747173692,700,369,438,0.862842570622609,342
"X13.1","X13.1","habit13.1",13,1,"habituation","natural","dark",1642.31540877854,4.09554964782678,6.17230230091852,0.196705264987447,0.228398606686616,0.259974564866538,0.238459761086854,0.198104432577345,0.31204285366914,2.58706571933535,0.177975566848265,0.0260282595284798,169.025044002266,3.78647102698232,0.319980297822749,0.924533054798037,0.321920661389888,0.0240639862929415,700,469,594,0.525704134031446,331
"X14.1","X14.1","habit14.1",14,1,"habituation","natural","dark",1683.63816394783,4.19859891258809,5.46506999720788,0.205320604464363,0.239503810476814,0.265235348786416,0.251890206108283,0.19957603795159,0.284964266732483,2.09921659023258,0.157878696016479,0.0156616729916905,137.907749428893,2.86168451395844,-0.125070958584579,0.681580825779437,0.240680997642211,0.0106746960107639,700,469,498,0.789102791369335,300
"X15.1","X15.1","habit15.1",15,1,"habituation","natural","dark",1822.42287836635,4.5446954572727,6.54367787700045,0.156329515408952,0.182649232691506,0.244176286320721,0.284571832252876,0.230544672132969,0.322468979718426,3.30548527433542,0.177749614289851,0.0162233643995999,334.192483570867,4.56403575673232,-0.454366690342079,1.00425557655985,0.37890495930659,0.0162924041688607,700,369,459,0.857342863477387,506
"X16.1","X16.1","habit16.1",16,1,"habituation","natural","natural",2556.6867930624,6.37577753880897,8.67579194364321,0.179059488611647,0.208381331901824,0.250635913430408,0.268071098201815,0.225528957104734,0.30974177067137,2.9573463344098,0.169383237969943,0.0299027757379999,354.517960792727,5.74215111750891,-0.272647617928344,0.900619741287519,0.277232676459226,0.0269310301489362,700,469,483,0.77842753784343,330
"X17.1","X17.1","habit17.1",17,1,"habituation","natural","light",3160.46590278775,7.88146110420885,11.4473795074096,0.159397332393738,0.186804193022275,0.246053100176915,0.277422928260903,0.231063794761668,0.324571064251455,2.56291091140383,0.179063988368498,0.0523966361434498,547.176993321693,6.98082569296611,-0.195136830712451,0.885727354441705,0.372217791818415,0.0464091339129824,700,481,510,0.817137835838192,507
"X18.1","X18.1","habit18.1",18,1,"habituation","natural","dark",2766.80330695002,6.89975887019956,9.54093718764181,0.195152952924668,0.224663690908915,0.241848609853829,0.262334921863956,0.216977542782172,0.307986473645374,1.88757111797202,0.170420658834531,0.02206002099157,358.371369645588,4.48632647824906,-0.0353631352651735,0.650214965862901,0.347287892112406,0.0143437557959686,700,300,529,0.630286210822513,506
"X19.1","X19.1","habit19.1",19,1,"habituation","natural","dark",1562.83025380962,3.89733230376464,5.20255464669535,0.193616749462232,0.220695873778239,0.244775323809797,0.267504522114859,0.212070194832606,0.301275904655679,1.92031170973122,0.165483984974603,0.0291771418766302,200.362215419228,2.49333060752957,-0.155178533775772,0.63975314733135,0.323719733651127,0.0186661683457075,700,300,505,0.727493117147807,506
"X20.1","X20.1","habit20.1",20,1,"habituation","natural","natural",2183.02516090421,5.44395301971125,6.84475729726998,0.214923358935117,0.246542042320593,0.253441886702937,0.253018112181252,0.204209088404207,0.285866595401228,1.55749560214411,0.157175862840843,0.0325234454326999,185.499580549438,2.45003715305435,-0.00957347739380553,0.450047446071513,0.244265954403247,0.0146370935544328,700,357,522,0.605509471683604,507
"X21.1","X21.1","habit21.1",21,1,"habituation","natural","natural",2080.23349027058,5.18761468895407,7.86672181183344,0.172951118717091,0.200122349722692,0.239463407264311,0.264401948780175,0.217250041784726,0.330334153371616,2.48712449014166,0.18539422716098,0.0286600661358403,340.061875075881,4.70374310167431,-0.134952042496314,0.906725611616826,0.416021972612493,0.0259868159959985,700,481,519,0.660469913607508,507
"X22.1","X22.1","habit22.1",22,1,"habituation","natural","dark",1311.88684291797,3.27153826164082,4.82751146491942,0.165448793893554,0.191639107422517,0.232037292486984,0.277836395018667,0.229186666545719,0.332059670474813,2.3028481688697,0.183467174295522,0.00786674016802991,244.244329476866,2.73118938421147,-0.190086812000887,0.83483339205749,0.431782676929082,0.00656741737891131,700,368,514,0.71546376667552,444
"X1.2","X1.2","habit1.2",1,2,"habituation","natural","light",1410.02851183197,3.51628057813459,5.60198927528416,0.190637875096823,0.217508124318227,0.221144272324896,0.258401411964801,0.22553931282362,0.336970682063984,2.37265273011878,0.190204859728169,0.01829636133894,240.459088022712,3.24092345044948,0.129747153411404,0.921690797544038,0.503770708843956,0.0168635878746415,700,380,572,0.448810446941698,569
"X2.2","X2.2","habit2.2",2,2,"habituation","natural","dark",885.502697304788,2.20823615287977,2.69912659310259,0.212696931791699,0.243704971232722,0.249475909134789,0.265739633297984,0.221396792800288,0.279704954638163,1.59662099768382,0.291175947221373,0.01016393780557,83.4166148456709,1.008602293962,-0.112316254295141,0.456745666737988,0.245209685277013,0.00464233454968851,594,618,504,0.728391269181849,332
"X3.2","X3.2","habit3.2",3,2,"habituation","natural","light",1572.9613841573,3.92259696797332,5.07884689557297,0.205290503777788,0.234855439140196,0.238930341569725,0.267962791134223,0.230196542996091,0.295329370703212,1.84392304080774,0.301587801099608,0.0298315408791101,186.71799005823,2.32447657578557,-0.0257360121337025,0.592586134839785,0.34533246522688,0.0176777575058669,594,618,529,0.630596434762729,568
"X4.2","X4.2","habit4.2",4,2,"habituation","natural","light",1311.96256169226,3.27172708651437,4.57422447949294,0.191850460881,0.218169175424214,0.229366227312187,0.27426209796828,0.233090326585093,0.311898573153938,2.03440754025023,0.170474059037888,0.0151256655407401,199.422810949418,2.32579372557904,-0.0879691660678808,0.71087644662223,0.408967317987208,0.0107524793723977,700,357,525,0.634285505531043,300
"X5.2","X5.2","habit5.2",5,2,"habituation","natural","light",1678.19243939361,4.18501855210377,6.85642260651825,0.130572741774844,0.153340409387944,0.209014612367232,0.298711058019889,0.26232711093887,0.369235854341596,5.68210098854914,0.203645799616007,0.0191633423150499,446.076863866513,5.64975228856092,-0.330944393691162,1.34999456232299,0.55192634274518,0.0258704079212514,700,369,509,0.708391081750972,518
"X6.2","X6.2","habit6.2",6,2,"habituation","natural","light",1791.50509304781,4.46759374824889,6.9454875167865,0.159083204110288,0.183687920795497,0.214804368415058,0.280659282161979,0.249110912470246,0.35283984164878,3.21898717193822,0.193947599047111,0.0184766014307001,390.491851301803,4.78782513859054,-0.166033916194005,1.07167871753495,0.500839527984716,0.0198009805256571,700,357,529,0.61760318525688,568
"X7.2","X7.2","habit7.2",7,2,"habituation","natural","dark",2030.77114825762,5.06426720263746,7.44208485522323,0.21998450064426,0.246661175338253,0.21416771975551,0.256412103587892,0.226376215214552,0.316518860718335,2.09676888613509,0.176510673889538,0.0436546176988797,295.455430315884,3.89277386323259,0.115783015546282,0.768674658636741,0.481403393037333,0.0335561983576038,700,356,563,0.290002412985088,300
"X8.2","X8.2","habit8.2",8,2,"habituation","natural","natural",1905.39184733515,4.75160061679589,8.21602370980933,0.132653903715129,0.152611722012712,0.196317005328713,0.284313316606693,0.249304494258135,0.393911761734481,3.7188834263841,0.288251694510509,0.0166105364696101,543.375829101852,6.00675206350827,-0.259495307700817,1.26415339754686,0.60375909883045,0.0209982661131336,683,357,527,0.584308813815537,618
"X9.2","X9.2","habit9.2",9,2,"habituation","natural","light",1232.69163342571,3.07404397363021,4.17984525517405,0.204152369386068,0.232554285768694,0.234659002785923,0.266540054983236,0.227981499909605,0.302039721820149,1.80725590879694,0.165261565921083,0.01662579446492,156.733401752783,1.8670320919533,0.0773003420528299,0.607353735980711,0.383078538538484,0.0100977383819166,700,618,551,0.580411779328687,568
"X10.2","X10.2","habit10.2",10,2,"habituation","natural","natural",1343.59172217016,3.35060279842934,5.34925576761027,0.153378581932755,0.176794455070015,0.21895361565987,0.284084966567036,0.248965441655905,0.351028770455477,3.35966585651188,0.193984240105904,0.0156705863079298,296.848111701208,3.75705702045151,-0.185661150070044,1.12130779041094,0.499210271776109,0.0175715505073887,700,368,525,0.668861111665208,569
"X11.2","X11.2","habit11.2",11,2,"habituation","natural","natural",722.169820125658,1.80092224470239,3.14538939904226,0.12925712079542,0.152467451943679,0.212311768634268,0.29017979906971,0.258850331988773,0.375803333938175,3.65338562138522,0.209955152159037,0.00540865327101026,190.118301285983,2.28443746978776,-0.123710296780246,1.26848201054081,0.587002084837094,0.00686077937552922,700,618,548,0.679779920442127,568
"X12.2","X12.2","habit12.2",12,2,"habituation","natural","light",1292.1222042236,3.22224988584439,4.58530744482239,0.169557438640203,0.196028359524519,0.22447679555771,0.290077791556832,0.252936750882154,0.323528138430951,2.89814695731628,0.33419666406481,0.0277420804977995,242.836617332205,3.00315598309374,-0.217748752439733,0.932005924272618,0.404434185967668,0.025855783375597,600,619,510,0.732095069130446,300
"X13.2","X13.2","habit13.2",13,2,"habituation","natural","dark",1403.76708365897,3.50066604403734,5.55831551388614,0.159697489913817,0.183543929359371,0.210595254896128,0.282111069241994,0.250226452224743,0.355014140936515,2.99871217563944,0.196367565460069,0.0141144588188604,314.552594034896,3.70474798611869,-0.135258832127033,1.05829803229273,0.527369409213118,0.0149373039948767,700,618,536,0.603102460306071,568
"X14.2","X14.2","habit14.2",14,2,"habituation","natural","dark",893.541621763069,2.22828334604257,3.15919811352487,0.203035863243529,0.23297045507447,0.240154622142526,0.257794959413554,0.222140291533431,0.30635121301045,1.95358221775021,0.170591185918347,0.0118252255203402,108.145748855718,1.54206724244074,0.140595946899063,0.692042708652584,0.401091703543373,0.00818356109952386,700,618,563,0.534019810969621,568
"X15.2","X15.2","habit15.2",15,2,"habituation","natural","dark",1413.42141206466,3.52474167597172,7.01369876780816,0.112519967048392,0.129867456125946,0.174112592716136,0.298843133009519,0.278341447335712,0.421831994288495,6.59236383840283,0.238410079949089,0.0145287118196302,485.084167099878,5.9497861956666,-0.233469676344261,1.6880063115622,0.690567599191035,0.0245245572504042,700,618,549,0.574221627116571,569
"X16.2","X16.2","habit16.2",16,2,"habituation","natural","natural",1636.3104488211,4.0805746853394,5.68065911424792,0.186132430305914,0.212948319254863,0.226737245213029,0.275068556263508,0.237949201505247,0.31947066930553,2.03694836811483,0.17355274096753,0.0151235674784798,267.175425579233,2.89185052038783,-0.0707870876694232,0.708687070666199,0.411065268211445,0.0107178767343464,700,357,532,0.625105793225554,568
"X17.2","X17.2","habit17.2",17,2,"habituation","natural","light",3638.70253614209,9.0740711624491,14.3305271950129,0.129731428902142,0.15334445896045,0.211444368787702,0.302068616236014,0.266044438577112,0.364345131514136,4.10053093106049,0.198130466371498,0.0222739532022995,953.658653601474,10.8357292198378,-0.298987819001216,1.1941419706602,0.510448032996241,0.026598262371387,700,619,515,0.737362822837247,518
"X18.2","X18.2","habit18.2",18,2,"habituation","natural","dark",837.432793682398,2.08836108150224,4.41161372704842,0.104288353947792,0.124251178228901,0.177356266969089,0.291973086478994,0.272852397530975,0.433733257785735,6.34953534285744,0.248965963069404,0.00480633637052019,294.158483864016,3.71682056678811,-0.183860134323507,1.7797786980949,0.713120673548739,0.0085542150881306,700,418,560,0.566475604567922,568
"X19.2","X19.2","habit19.2",19,2,"habituation","natural","dark",933.004919477599,2.32669555979451,3.97804510027085,0.131684406852025,0.153531410761482,0.202614247525359,0.298844522465651,0.266237214671217,0.374352964667463,6.40667401919808,0.207038291610418,0.01956291375526,254.851788822353,3.35712306048073,-0.307511051973696,1.4428716496013,0.582121329602478,0.02822677364106,700,369,516,0.675188791475654,569
"X20.2","X20.2","habit20.2",20,2,"habituation","natural","natural",1575.99888799937,3.93017179052212,6.2628902638523,0.147425917542418,0.170294435001467,0.2169940763364,0.288502846380171,0.25287816297362,0.35439500921629,3.55131093166126,0.195572225122501,0.0196184523653398,362.771410982367,4.49934705843587,-0.217713382697643,1.14482198190073,0.498322692327333,0.0224596355187133,700,368,522,0.687901766021944,519
"X21.2","X21.2","habit21.2",21,2,"habituation","natural","natural",2096.24528106721,5.22754434181349,9.16005648560683,0.159019018455331,0.181640519433025,0.195822393934533,0.27392109827298,0.246821687160481,0.37839238468499,3.24264974314765,0.213242392675048,0.0258927542293503,525.258474718086,6.33518879677802,-0.0422562959839356,1.21188619025282,0.601048244187927,0.0313790712781599,700,357,560,0.491874664513794,569
"X22.2","X22.2","habit22.2",22,2,"habituation","natural","dark",2010.44372468834,5.01357537328762,8.30990212029386,0.150354597144102,0.173132019161761,0.200811593240147,0.283577821259788,0.255000380377103,0.372591462370198,3.65207483905356,0.206675554866858,0.0244304600965402,506.361538051245,6.03451005235711,-0.175666741417123,1.20363405415406,0.570935163931852,0.0294053337308475,700,357,536,0.573954786974278,569
"X1.3","X1.3","habit1.3",1,3,"habituation","natural","light",1928.06800567381,4.80814964008432,7.29286023501433,0.169600285454303,0.196458900147305,0.225148091686696,0.273754627309139,0.244205229946641,0.338946738047465,2.5154229688905,0.18700818169825,0.0274173613295501,362.591301277192,4.39360220755382,-0.0207112948169945,0.913782335500849,0.453023991973781,0.0250535004689869,700,618,550,0.618248701841982,568
"X2.3","X2.3","habit2.3",2,3,"habituation","natural","dark",1751.35765386744,4.36747544605346,5.79636725175841,0.181596873774802,0.21023181501001,0.235499095871624,0.279975253799005,0.240328639684797,0.31056160013935,2.05197754784183,0.320715978643138,0.0172692695494998,274.122843038689,2.97159596814727,-0.162229622312707,0.680392140689071,0.363461814204137,0.0117498752769208,602,619,512,0.740765546338954,568
"X3.3","X3.3","habit3.3",3,3,"habituation","natural","light",4584.15584562998,11.4318100888528,15.1087823901012,0.209982082011798,0.239698811441978,0.237390819473831,0.270541689839091,0.232859029556609,0.289666764308701,1.73273956222871,0.30261039994309,0.115446144797399,522.652991407375,6.38919017933196,0.0778469572006695,0.558895759260563,0.313540700093546,0.0645223607502474,593,618,548,0.633413706109013,568
"X4.3","X4.3","habit4.3",4,3,"habituation","natural","light",2771.41256111316,6.91125326960888,10.0573912769319,0.173274860258757,0.200147797325313,0.228310271191841,0.277248599006129,0.241615443405076,0.328629750295904,2.72217008639962,0.179641942302919,0.0323117776808104,493.702771921782,6.36276862011109,-0.149439482859213,0.920638901787949,0.423629323682408,0.0297474795188776,700,618,521,0.664953663876601,300
"X5.3","X5.3","habit5.3",5,3,"habituation","natural","light",1831.27009248285,4.5667583353687,7.49757988798288,0.16128395594072,0.187249955197937,0.209412408557924,0.275585403170102,0.247413135571127,0.361073539004876,3.32203394656974,0.200708166433356,0.01386910854557,409.204651258912,5.24065536265564,-0.0885132426115835,1.14756572995504,0.522368601367571,0.0159157136719227,700,468,546,0.554514506235948,568
"X6.3","X6.3","habit6.3",6,3,"habituation","natural","light",2006.58067767099,5.00394183957852,8.15897223477919,0.149623510057523,0.175512150330347,0.21723920433102,0.2822555530529,0.253178875890374,0.358355222665627,4.3914113597055,0.198411205248925,0.0226791937996498,454.902217732971,6.3010337347234,-0.186102424285399,1.25921402300993,0.518825946166505,0.028557958863079,700,357,528,0.646619046921872,568
"X7.3","X7.3","habit7.3",7,3,"habituation","natural","dark",1694.97439069281,4.22686880472023,6.58899177302458,0.172182346799052,0.199652519422736,0.227693851533189,0.269272398920411,0.23925440098722,0.338243878704821,3.4606976149487,0.188229441279448,0.0251693416297698,306.383358913225,4.68504277020994,-0.0727112220772598,1.1083955965177,0.453714401278297,0.0278975874296865,700,618,538,0.59872450233974,300
"X8.3","X8.3","habit8.3",8,3,"habituation","natural","natural",1827.81862919569,4.55815119500172,7.28589964218303,0.160243308789629,0.186287388373712,0.220990629675757,0.274950750347235,0.239502690045783,0.351138879793057,2.99588104387718,0.196027380929546,0.0106004916732201,379.657226363031,4.85392736575585,-0.122785329758744,1.06488950412142,0.495518307960253,0.0112883523213386,700,368,534,0.617959711573689,518
"X9.3","X9.3","habit9.3",9,3,"habituation","natural","light",1098.67461500231,2.73983694514291,4.14726484015746,0.21053012922207,0.238498068652636,0.223239434616689,0.253553208651192,0.221222872865304,0.319801853946713,2.0702529627863,0.179963220320353,0.0149397683330101,156.817225335802,2.14400006299913,0.165720623890995,0.782528342352614,0.462150891149975,0.0116907921487625,700,369,572,0.353795246182222,568
"X10.3","X10.3","habit10.3",10,3,"habituation","natural","natural",1852.7305897975,4.62027578503117,7.00937373666728,0.187748924282025,0.216085301682514,0.225515906599523,0.264249414569904,0.23349636331581,0.329882463483155,2.29114861978478,0.183521052308613,0.0205964983554106,304.600601530438,3.95004634247768,0.0708308169842607,0.854937351418522,0.450762805730184,0.0176087157524706,700,618,561,0.520198148626136,569
"X11.3","X11.3","habit11.3",11,3,"habituation","natural","natural",1658.28608745823,4.13537677670381,7.0969081589867,0.177883308529165,0.204554903073763,0.21317279546737,0.258036549106192,0.230755101392036,0.358043973534643,2.6144914523869,0.204367100091753,0.00830172545607022,332.857366510732,4.38245745672582,0.105610724148331,1.05974804555027,0.545678833889156,0.0087977373267653,700,380,576,0.435993174370088,569
"X12.3","X12.3","habit12.3",12,3,"habituation","natural","light",2613.63886544758,6.5178026569765,10.6597689148317,0.163962450459369,0.189349314565498,0.214199308204185,0.272163981855128,0.240767341166559,0.356950306498706,3.04807825866069,0.199317358706037,0.0210363081543896,558.824403086938,7.1625591943977,-0.0436620358352916,1.09892237788621,0.523776315529787,0.023117269778969,700,357,551,0.55775466892315,568
"X13.3","X13.3","habit13.3",13,3,"habituation","natural","dark",1306.26896110173,3.25752858130108,6.36606513476431,0.119641935751448,0.140128972566398,0.192180476553839,0.286279378950781,0.261228444587155,0.4092033269585,5.89526547439752,0.232829570603708,0.00441756252548009,402.446079166696,5.28620449703537,-0.161283431746295,1.62276534652047,0.657460649056755,0.00716866738243652,700,368,553,0.583045383261535,569
"X14.3","X14.3","habit14.3",14,3,"habituation","natural","dark",1312.77400472965,3.27375063523605,5.51688039426032,0.166539490068416,0.194376157308337,0.22053850263551,0.266632607060087,0.236719522505083,0.353679006221148,3.18525476787285,0.200407881181458,0.0081839897744902,263.983376323665,3.784874386482,0.0270158514698224,1.15612788150222,0.515283943808953,0.00946173876021719,700,357,562,0.549019930149093,569
"X15.3","X15.3","habit15.3",15,3,"habituation","natural","dark",2152.07460113917,5.36676957890067,9.14886165870237,0.148184059289108,0.1728822778513,0.204363395013001,0.281754137536696,0.253712383338319,0.373106444019183,3.29394199719268,0.208262782592872,0.01412399753143,536.065605764474,6.37138055354033,-0.104817746317112,1.18719100193704,0.560103372211455,0.0167678827806947,700,300,549,0.582458681672516,568
"X16.3","X16.3","habit16.3",16,3,"habituation","natural","natural",1810.74067189584,4.51556277280758,8.56061672567763,0.131436410049395,0.151995765482438,0.184622561186911,0.284270379284296,0.263867307872198,0.406847851878252,5.91316992951364,0.229480352802251,0.0265068422469801,548.735545937002,7.11289632735961,-0.171461952217925,1.57519598004328,0.644870210135368,0.0417534713510845,700,368,551,0.532684721896186,568
"X17.3","X17.3","habit17.3",17,3,"habituation","natural","light",3811.25262835372,9.50437064427362,13.8252447154791,0.162166819736683,0.188280287560299,0.226549557330325,0.289932743373207,0.255783694364276,0.328972655525616,2.55783421013922,0.33342659998916,0.0971539555241012,744.113723241533,8.42018575556839,-0.160291500172102,0.88592775584163,0.433238743893116,0.0860713857886045,593,618,524,0.746236175419858,568
"X18.3","X18.3","habit18.3",18,3,"habituation","natural","dark",1839.28009713997,4.58673340932662,8.50376811045201,0.136897968619653,0.158983608649205,0.205644903237388,0.277701172901839,0.248989246643219,0.386983441151562,4.06381196525103,0.220523271107001,0.01185982661121,485.936669188685,6.41120866548598,-0.0563815685864934,1.39777224733609,0.610933697422056,0.0165773364953673,700,369,561,0.581111447161246,569
"X19.3","X19.3","habit19.3",19,3,"habituation","natural","dark",2229.93152411039,5.56092649404088,9.26849301685656,0.168686555840677,0.19499193695359,0.212218818177241,0.266086901172919,0.238369089436264,0.360222888921031,2.99293382488404,0.20295742817287,0.00788975831408001,471.043262831663,6.17170118678138,0.00776467828065454,1.10983326130907,0.532923823759177,0.00875631620065573,700,381,561,0.499566888201874,568
"X20.3","X20.3","habit20.3",20,3,"habituation","natural","natural",1469.40372984098,3.66434845346878,6.30391320443211,0.14438866389972,0.167445928069367,0.203315586947,0.288886026855111,0.26143350224588,0.370812798372197,3.54580369788002,0.207228315405423,0.02235988823805,374.511727327279,4.52606148404468,-0.119163724317181,1.23516132308874,0.58506826632596,0.0276180691402262,700,618,548,0.617668640857066,568
"X21.3","X21.3","habit21.3",21,3,"habituation","natural","natural",2321.96665881331,5.79044054566909,8.46205039610809,0.194736962465808,0.223775297121175,0.225388334233981,0.263806221613248,0.235273925898574,0.32343039220165,2.0211011996876,0.178297286678866,0.0423365112654901,358.293479222717,4.27519899182608,0.0799757630800303,0.738320160289648,0.433784444624525,0.0312578997836411,700,618,561,0.494941070987786,568
"X22.3","X22.3","habit22.3",22,3,"habituation","natural","dark",1695.65712959235,4.22857139549215,7.13845557098641,0.123994384014782,0.145266875346996,0.207841929503094,0.301745989842752,0.271545382722468,0.373990377992357,5.18015207913293,0.205420657972984,0.0330391102883301,468.405525996783,5.76041580266724,-0.297349210414587,1.3622605045307,0.56460141597995,0.0450078750506261,700,618,519,0.71545211808222,568
"X1.4","X1.4","habit1.4",1,4,"habituation","natural","light",2057.35619217306,5.13056407025701,8.97682959432511,0.16486807523758,0.188371625459417,0.201161581670609,0.267033602274423,0.237214613862786,0.374048860155805,2.85506854467895,0.211887601604492,0.0147412339436599,486.904365778274,5.83265653723497,0.0542954368099617,1.13684508318455,0.591182048581261,0.0167584993289229,700,357,573,0.470077158418582,518
"X2.4","X2.4","habit2.4",2,4,"habituation","natural","dark",1405.82929860731,3.50580872470652,4.88621218758675,0.15309577321312,0.178069748504571,0.23257304664066,0.297646544109819,0.253117719303054,0.324357447012876,3.77361530704302,0.336832962197759,0.01836993266835,285.16834010868,3.59137638954788,-0.477989698046263,1.02440739685492,0.377816494225368,0.0188182949051846,601,368,458,0.84774642431394,300
"X3.4","X3.4","habit3.4",3,4,"habituation","natural","light",2376.49886843778,5.92643109336105,7.95025902530446,0.220490327798255,0.250672521209514,0.235226475019225,0.25550884132315,0.22034709764002,0.296082047588954,1.68017746955807,0.162836711740243,0.0381321007007704,253.38791635072,3.2184618375969,0.168305861560841,0.543069140076953,0.363358368489734,0.0207083671368952,700,618,564,0.399451962617518,569
"X4.4","X4.4","habit4.4",4,4,"habituation","natural","light",1178.29713179718,2.93839683739944,5.79692164520114,0.122306020373142,0.14271887466803,0.197332264293701,0.286847424970573,0.255682748283051,0.400789687562149,6.52987270790906,0.229699524209254,0.0146718210661401,350.075354997937,4.90916748757723,-0.161203726206164,1.67069587915905,0.643951946034902,0.0245121509949591,700,368,549,0.606160299478046,300
"X5.4","X5.4","habit5.4",5,4,"habituation","natural","light",2003.00075285238,4.99501434626528,7.56395921712458,0.141806256764883,0.165252986424561,0.213237789867379,0.298390385709067,0.260090434687799,0.354103066476377,5.62038341188016,0.26761606523033,0.0237301930858198,487.335808013544,6.21815081531054,-0.336898711104257,1.24487146267353,0.496385770441152,0.0295410401762699,679,357,501,0.724992188579364,300
"X6.4","X6.4","habit6.4",6,4,"habituation","natural","light",2134.24162211466,5.32229830951288,8.83376539808772,0.15121578450251,0.174695142289009,0.210272174974303,0.283108694740332,0.248353651856201,0.362715013189283,4.33427274690352,0.202806213214262,0.0142163689730102,503.531442714137,6.79564599168933,-0.219025315902985,1.27682546082452,0.528289392267905,0.0181518218652151,700,357,523,0.618897371242556,300
"X7.4","X7.4","habit7.4",7,4,"habituation","natural","dark",1832.07092717311,4.56875542935937,7.2418733535495,0.183917919357189,0.210260933744329,0.223325742710162,0.266711337362957,0.232919111127209,0.333288626013232,2.63570206519566,0.187705661511099,0.0201596269790603,317.442334290109,4.49426638796028,0.0485839125160797,0.983695988425991,0.495630630812153,0.019830944187466,700,618,558,0.538733573218181,300
"X8.4","X8.4","habit8.4",8,4,"habituation","natural","natural",2382.23329885755,5.94073141859739,10.3897757266711,0.163009964422947,0.186566636891296,0.20313728304921,0.26904082120435,0.241059287609852,0.371907384118795,3.16681395875356,0.21097745053155,0.0208829626417302,557.580493895457,7.10894652041092,0.00552694981891526,1.19664499528736,0.576863472815752,0.0249894927319993,700,380,565,0.488529229826933,644
"X9.4","X9.4","habit9.4",9,4,"habituation","natural","light",1878.69097687941,4.68501490493618,7.94722488396922,0.144828422043502,0.167387615766183,0.20031024091198,0.288104084381786,0.254130802939818,0.374057623918458,3.86047592122305,0.208146784434977,0.0200174411993399,487.303614014011,5.88861215172054,-0.220518411433539,1.25690361102507,0.577386769472672,0.0251599941269322,700,357,529,0.604679946868348,518
"X10.4","X10.4","habit10.4",10,4,"habituation","natural","natural",1599.54249316839,3.98888402286381,6.70807137159754,0.156825609259931,0.182174607937298,0.219262051775699,0.272835140113243,0.237727307463192,0.358435033852183,4.0660200542147,0.202690710126305,0.0125606297315,347.046594018144,5.05828330312892,-0.133127551616625,1.2680948541335,0.534953299706333,0.0159280699271913,700,357,534,0.600845773257025,300
"X11.4","X11.4","habit11.4",11,4,"habituation","natural","natural",1376.26602017847,3.43208483835031,5.68556834537167,0.164053031925976,0.188219561443296,0.213738361390481,0.275339180968831,0.23800736995515,0.354085414343358,3.39310679021283,0.199502228212339,0.0161577740654999,295.46082636767,4.00994517849367,-0.12300282418749,1.16837006290938,0.540752639250474,0.0188782595013836,700,357,535,0.579957659147956,300
"X12.4","X12.4","habit12.4",12,4,"habituation","natural","light",2320.6645851839,5.78719347926159,9.72181418242414,0.13801885897068,0.159767448016359,0.203505096985656,0.291208527350082,0.25680043445485,0.374590605230942,5.29520091977515,0.207331798690016,0.0236430055978301,612.074598593062,7.88584717574879,-0.28822434559615,1.36263755549347,0.573605555053373,0.0322168473523457,700,357,517,0.640254225675861,302
"X13.4","X13.4","habit13.4",13,4,"habituation","natural","dark",2533.82830387214,6.31877382511755,9.95611879733377,0.152850259621792,0.178513318410068,0.22295485971887,0.282595988674376,0.247845265367449,0.349148639391295,4.07606619029778,0.192937450090337,0.0303740367728391,544.357015537879,7.51353854163718,-0.229899418685407,1.18908173477746,0.489185827050111,0.0361172123380419,700,618,515,0.681321163124945,569
"X14.4","X14.4","habit14.4",14,4,"habituation","natural","dark",1631.59357379684,4.06881190473027,6.61484945564649,0.164827009181147,0.189042840988694,0.21483003768108,0.274581176287394,0.238276635064018,0.353020329423859,3.25509047504881,0.197487537941171,0.0112497855748304,346.473913466294,4.58269412652394,-0.130232331662749,1.1262978564323,0.529724252525401,0.0126706093782545,700,380,533,0.578693704662524,300
"X15.4","X15.4","habit15.4",15,4,"habituation","natural","dark",1811.21241034302,4.51673917791276,8.6558918738169,0.106357092088419,0.124313553970025,0.178027203024412,0.30553634193097,0.276956005781305,0.417405595264604,9.2318888120197,0.233813409748436,0.0123143203446903,625.160583698632,7.71828397471102,-0.357000292157976,1.70881772683579,0.672611319237197,0.0210429288989413,700,369,526,0.622119886968033,518
