"","Name","code","individual","day","experiment","treatment","planed_treatment","B1","B2","B3","S1U","S1V","S1B","S1G","S1Y","S1R","S2","S3","S4","S5","S6","S7","S8","S9","S10","H1","H2","H3","H4","H5"
"X16.4","X16.4","habit16.4",16,4,"habituation","natural","natural",1949.66735477527,4.86201335355429,8.00803318428651,0.151007306176718,0.174690421839244,0.213706229101256,0.28197369686778,0.248080126022175,0.360684817790146,4.1491276907354,0.201037653224546,0.0170516946817902,451.884534336892,6.07798094651912,-0.207358604305818,1.25009548607593,0.535850953157536,0.021316246551651,700,357,524,0.629544450216599,300
"X17.4","X17.4","habit17.4",17,4,"habituation","natural","light",2199.99651984197,5.48627561057849,7.7762654953357,0.160982599470793,0.187602657486301,0.231820046248896,0.292009982967496,0.252324328568664,0.322815708197019,2.5059967320471,0.330610702884525,0.0438639079549006,418.487259080531,4.67320259190429,-0.205552545871253,0.851798728976274,0.411667006313019,0.0373632210439166,594,618,513,0.802951448258771,568
"X18.4","X18.4","habit18.4",18,4,"habituation","natural","dark",1660.77412406823,4.14158135677864,8.204659074524,0.132310905900069,0.153790788723748,0.194904227994366,0.272325499396819,0.247948038130236,0.407570906208295,4.28482223896169,0.234811877144911,0.0114100617063102,480.439236225198,6.28984006524996,-0.0235359325723268,1.51870493983058,0.656589536710784,0.0173285170771451,700,300,573,0.518446780610914,643
"X19.4","X19.4","habit19.4",19,4,"habituation","natural","dark",1833.36099388234,4.57197255332255,8.47483295635171,0.132334535803399,0.15393370443195,0.195023127100093,0.285705432440466,0.253042109097371,0.394210363560383,5.49845325571297,0.223530101474299,0.0195703906390503,525.440908755561,6.93352077959614,-0.228138991299785,1.51652720980519,0.623489797509155,0.0296790299106365,700,369,534,0.583504637540645,518
"X20.4","X20.4","habit20.4",20,4,"habituation","natural","natural",2096.29927783129,5.22767899708552,9.24498065327666,0.123140904995662,0.143129592992196,0.2003629623688,0.295532353951364,0.26591255345655,0.388276650868489,6.7426358346356,0.215891195913286,0.0207715574055101,604.7239930866,7.87385801221884,-0.295272785284342,1.50618620933087,0.58829474814988,0.0312858333105037,700,357,523,0.654848377384164,300
"X21.4","X21.4","habit21.4",21,4,"habituation","natural","natural",2605.70572118454,6.49801925482429,12.6974905829249,0.141167487909115,0.16159573116403,0.185438962691315,0.272899244639546,0.249664535822587,0.407473671172837,4.47933010905904,0.234147584107852,0.0296303918885097,761.678409116412,9.86280542381029,-0.0543842259043197,1.51781720506413,0.649246033559891,0.0449735186011726,700,356,568,0.476319719355686,519
"X22.4","X22.4","habit22.4",22,4,"habituation","natural","dark",3160.15030719761,7.88067408278706,12.4378254935994,0.167967229837071,0.192857078510543,0.214762456171598,0.278315030949462,0.244244874123738,0.34630097410221,3.44643361211259,0.192577048789041,0.0457085555562697,652.678886108506,8.82892803801334,-0.162493558758839,1.12032650319818,0.512115173197556,0.0512085062125953,700,356,526,0.594388904182781,300
"X1.7","X1.7","exp1.7",1,7,"experiment","light","light",2401.56082646002,5.98892974179555,10.4316865573424,0.139356135706068,0.160705708815445,0.19644642578553,0.284718343705007,0.256969833419563,0.386794721890796,6.11599965905777,0.215366595607926,0.0341399888268499,659.123641976247,8.72604771841717,-0.25685311217172,1.45702956865896,0.601681777496105,0.0497429731944067,700,356,526,0.573909127343482,300
"X2.7","X2.7","exp2.7",2,7,"experiment","dark","dark",1230.50310431886,3.06858629505949,4.45240901144935,0.188301050960321,0.216007725514074,0.229632096160779,0.287329910387743,0.252380930551448,0.302564332067391,2.96270452854867,0.326046886793088,0.0374919799284799,191.844955428503,2.94958989177479,-0.189675072841925,0.961221099280705,0.372048864138816,0.0360380821610635,593,618,506,0.741205718062274,304
"X3.7","X3.7","exp3.7",3,7,"experiment","light","light",3734.76529133128,9.31362915543961,14.4355288722379,0.166408186991266,0.190059476934969,0.199311844742278,0.284197897890336,0.256877571293664,0.357463940571494,3.42588565085915,0.213489410844829,0.0634148843983899,864.226214127311,10.2218655035794,-0.184942477723216,1.09751691129009,0.548086352695769,0.0695989080547392,695,356,529,0.548267054214178,300
"X4.7","X4.7","exp4.7",4,7,"experiment","light","light",2526.16370232791,6.29966010555588,10.800548152959,0.132059044432978,0.15247222445216,0.200275827599741,0.296206199750012,0.263645765434826,0.378899217666908,7.22462609627528,0.210250423881344,0.03764338192883,701.293064809538,9.30558522906079,-0.325838754564713,1.47715671530499,0.590880294810752,0.0556051744029616,700,356,513,0.652895014061058,300
"X5.7","X5.7","exp5.7",5,7,"experiment","light","light",6308.64185150968,15.7322739439144,20.804674054083,0.201138839439675,0.229735587550734,0.237913326234077,0.267086631779824,0.232779911403254,0.301301863976451,2.6194473177043,0.305363373396768,0.156511245389099,790.91868690072,12.8622833392675,-0.299271618006586,0.817573059376003,0.330200254589569,0.127959377719514,595,356,472,0.613189653305055,300
"X6.7","X6.7","exp6.7",6,7,"experiment","light","light",3778.98453070762,9.42390157283695,13.2148628355614,0.182154967845354,0.209106845533227,0.227826165798403,0.274785822440612,0.23764052930814,0.322682043997139,2.51874520011625,0.17558767943391,0.0397296865476999,632.563449027574,7.96825717058525,-0.15217625246859,0.845536968844476,0.420410223000158,0.0335929187366834,700,356,517,0.63567091717359,300
"X7.7","X7.7","exp7.7",7,7,"experiment","dark","dark",2950.4579032151,7.35775038208255,11.7378228717294,0.168291495946311,0.192434019709996,0.211469896545188,0.278216202979595,0.248930869738605,0.349416494631215,3.49494307959547,0.194052278296056,0.0517468597371007,624.097429807293,8.37930669438209,-0.120742837624868,1.13884084934265,0.537096667509288,0.0589314376938146,700,618,536,0.571250101083858,300
"X8.7","X8.7","exp8.7",8,7,"experiment","natural","natural",3371.18742304613,8.40695117966617,12.8635891648828,0.203473361836729,0.230978107968971,0.214025871692732,0.253146254690566,0.225466875773237,0.336426705431717,2.18780315294237,0.188898120390797,0.0435252957265497,564.264059230789,6.98390609212435,0.124324653188395,0.830729945121636,0.477031445787745,0.0361577665303197,700,357,571,0.32743032671931,300
"X9.7","X9.7","exp9.7",9,7,"experiment","light","light",2357.7601484226,5.87970111826085,9.09278779484936,0.138555209768663,0.160583641026998,0.206832467160278,0.304551227894837,0.27133593923123,0.357771366203966,6.3935641386002,0.361830846288109,0.0545256824708691,607.551367955076,7.6706095547105,-0.374687829081229,1.3045917471702,0.529483813875149,0.0711337553603186,601,618,497,0.720446741239716,300
"X10.7","X10.7","exp10.7",10,7,"experiment","natural","natural",2427.40311319687,6.05337434712437,7.85815046493431,0.207453638645494,0.237650554332151,0.249429216844404,0.268759936653627,0.228530302542393,0.281998560924654,1.76347611372678,0.296456471398195,0.0674226930623902,245.854239502037,3.40209324716596,0.0224837818760719,0.562016001667253,0.266696242023636,0.037892632376563,593,618,533,0.76191578601309,568
"X11.7","X11.7","exp11.7",11,7,"experiment","natural","natural",2179.87512584267,5.43609757067999,9.43118212147121,0.14278394830841,0.16327113771272,0.192172880752715,0.283015374470364,0.248813194206602,0.389182686969207,3.83454271569761,0.250086951352289,0.0156677547377599,606.250354394419,6.97164970242619,-0.227661103953521,1.28247324699033,0.611866046861462,0.0200934762915831,692,357,531,0.551293018641873,300
"X12.7","X12.7","exp12.7",12,7,"experiment","light","light",3329.63612249877,8.30333197630616,11.4369457530203,0.195174530845454,0.223274413074885,0.228980843769501,0.269934402280037,0.240137485382468,0.313450233135158,2.53905574831164,0.315286122051378,0.0795254762367996,492.391150501383,6.93253667865264,-0.0645198358087587,0.834910214168826,0.39258273855943,0.0663966323967443,596,618,530,0.573454550739756,300
"X13.7","X13.7","exp13.7",13,7,"experiment","dark","dark",2533.40335606743,6.31771410490632,8.88476501683651,0.186721768657426,0.213793672692141,0.224812075278716,0.280310920154382,0.246610643578795,0.315761217006195,2.12419757127591,0.324583731013647,0.0625042417221398,416.944732425639,4.70211970315233,-0.0648681623579406,0.744275480826313,0.399097671998491,0.0465203745614296,598,618,534,0.645539385347201,568
"X14.7","X14.7","exp14.7",14,7,"experiment","dark","dark",1963.83914581039,4.89735447833016,6.54138032363977,0.182401936277757,0.209828874755565,0.234710202487004,0.280384452790597,0.239489473313545,0.310083453444342,2.34548039963969,0.31781390137005,0.0303272442379106,308.343758970846,3.75245046319641,-0.215486930372655,0.766219900928199,0.360288021067903,0.0232373380753971,600,618,501,0.736858286703601,300
