"wl","X1","X2"
630,0.303179872750161,0.306797222411336
631,0.3020591867271,0.305943128222117
632,0.300877766997574,0.305038103975744
633,0.299648248603591,0.30408941524592
634,0.298383266587159,0.303104327606347
635,0.297095455990288,0.302090106630728
636,0.295797451854986,0.301054017892764
637,0.294501889223261,0.300003326966159
638,0.293221403137122,0.298945299424615
639,0.291929269887873,0.297862139293666
640,0.290591358741389,0.29673244850002
641,0.289209194201535,0.295558089469133
642,0.287784300772176,0.294340924626462
643,0.286318202957174,0.293082816397466
644,0.284812425260394,0.291785627207603
645,0.283268492185701,0.290451219482329
646,0.281687928236959,0.289081455647102
647,0.280072257918031,0.287678198127381
648,0.278423005732782,0.286243309348622
649,0.276741696185077,0.284778651736283
650,0.275029853778778,0.283286087715822
651,0.273269724833342,0.281743661990233
652,0.271446372456285,0.280132815911727
653,0.269565546333566,0.278460506879589
654,0.267632996151144,0.276733692293104
655,0.265654471594977,0.274959329551558
656,0.263635722351023,0.273144376054236
657,0.261582498105243,0.271295789200422
658,0.259500548543593,0.269420526389402
659,0.257395623352033,0.267525545020461
660,0.255273472216521,0.265617802492884
661,0.253139844823016,0.263704256205956
662,0.251000490857477,0.261791863558962
663,0.248861160005861,0.259887581951187
664,0.246705916225523,0.257968558729363
665,0.244516330828493,0.256010203465894
666,0.242294414532753,0.254016866898573
667,0.240042178056281,0.251992899765194
668,0.237761632117056,0.24994265280355
669,0.235454787433058,0.247870476751434
670,0.233123654722266,0.24578072234664
671,0.230770244702659,0.243677740326962
672,0.228396568092217,0.241565881430193
673,0.226004635608919,0.239449496394127
674,0.223596457970744,0.237332935956556
675,0.221174045895671,0.235220550855275
676,0.218731661586681,0.233101517774173
677,0.216262635392849,0.230962609631387
678,0.213767580251292,0.228804571516083
679,0.21124710909913,0.226628148517426
680,0.208701834873482,0.224434085724581
681,0.206132370511467,0.222223128226713
682,0.203539328950206,0.219996021112987
683,0.200923323126815,0.217753509472568
684,0.198284965978416,0.215496338394622
685,0.195624870442126,0.213225252968314
686,0.192943649455066,0.210940998282809
687,0.190241915954353,0.208644319427272
688,0.187520282877109,0.206335961490868
689,0.184778846567875,0.204016387677442
690,0.182017098952294,0.201685287772711
691,0.179234746339126,0.199342246738646
692,0.176431495037135,0.196986849537219
693,0.173607051355083,0.194618681130401
694,0.170761121601732,0.192237326480164
695,0.167893412085845,0.18984237054848
696,0.165003629116184,0.187433398297319
697,0.162091479001512,0.185009994688654
698,0.159156668050592,0.182571744684455
699,0.156198902572185,0.180118233246695
700,0.153217888875054,0.177649045337346
