"wl","X1.10","X2.10","X3.10","X4.10","X5.10","X6.10","X7.10","X8.10","X9.10","X10.10","X11.10","X12.10","X13.10","X14.10","X15.10","X16.10","X17.10","X18.10","X19.10","X20.10","X21.10","X22.10"
300,6.8846736435098,2.40584536524503,8.08444951915207,3.19802019580189,3.06980107596596,1.7498091467459,2.56711479974058,2.53626585469275,2.33980645316151,3.03646256650576,5.33412292513064,3.50473019521582,1.90801450037766,2.02651112203623,3.94750868245987,2.15355834579787,0.694390355816763,4.63971403202713,1.48963121500099,2.0496110359921,3.48149331887434,1.61861978267382
301,7.09420808573362,2.47553269091624,8.20692338982047,3.34917002154094,3.17665495298684,1.92645953156129,2.6120479534588,2.56893926672732,2.45887236576456,3.06497529362274,5.38408382885388,3.60763744862344,1.96360737850682,2.06255207644428,3.99979659741989,2.20684322882398,0.804894637766863,4.66799149313209,1.54156244457934,2.14134084329649,3.524513814457,1.67420966410931
302,7.29861667543099,2.54377345526779,8.32618562553787,3.49672339638145,3.28432827813097,2.09924205316438,2.65575344742527,2.60066969533186,2.57506958220914,3.0928662266618,5.43265239208431,3.71567399415343,2.01780574551327,2.09762144442146,4.05079080512426,2.25883738559976,0.912903150821936,4.69556547645678,1.59221834008987,2.23095922675653,3.56641024679033,1.72842920287104
303,7.49792645959972,2.61060693787052,8.44224354080236,3.6406909004865,3.3893451777867,2.26820148439121,2.69821874544444,2.63145467251658,2.68841288551727,3.12015060346336,5.47984242624006,3.82103710469588,2.07062107259208,2.13173779428609,4.1005103378218,2.30954295746576,1.01843439877827,4.72245409973186,1.6416128386703,2.31850252309307,3.60718638008093,1.78129247100203
304,7.69216448523763,2.67607241829527,8.55510445011204,3.78108311401913,3.49171563437061,2.43338259807784,2.73943131132078,2.66129173029167,2.79891705871096,3.14684366186781,5.52566774273928,3.92374188341689,2.1220648309383,2.16491969435647,4.14897422776134,2.35896208576249,1.12150688543214,4.74867548068798,1.68975987745832,2.40400706902694,3.64684597853541,1.83281354054532
305,7.88135779934254,2.74020917611289,8.66477566796499,3.91791061714243,3.59144963029927,2.5948301670603,2.77937860885874,2.69017840066733,2.9065968848122,3.17296063971558,5.5701421530001,4.02380343348256,2.17214849174698,2.19718571295093,4.19620150719168,2.4070969118305,1.22213911457984,4.77424773705582,1.73667339359165,2.487509201279,3.68539280636037,1.88300648354391
306,8.06553344891226,2.80305649089421,8.77126450885929,4.05118399001944,3.68855714798927,2.75258896417464,2.81804810186279,2.71811221565374,3.01146714684302,3.19851677484705,5.61327946844066,4.12123685805898,2.2208835262132,2.22855441838777,4.24221120836167,2.45394957701032,1.32034959001765,4.79918898656603,1.78236732420798,2.56904525657008,3.72283062776241,1.93188537204082
307,8.2447184809446,2.86465364221009,8.87457828729305,4.18091381281324,3.78304816985718,2.90670376225691,2.85542725413738,2.74509070726111,3.11354262782543,3.22352730510264,5.65509350047911,4.21605726031225,2.26828140553201,2.2590443789853,4.28702236352011,2.49952222264247,1.41615681554185,4.82351734694928,1.82685560644501,2.64865157162102,3.75916320694813,1.97946427807908
308,8.4189399424374,2.92503990963135,8.97472431776435,4.30711066568688,3.87493267831959,3.05721933414316,2.89150352948697,2.77111140749963,3.21283811078142,3.24800746832277,5.69559806053359,4.30827974340848,2.31435360089846,2.28867416306183,4.33065400491582,2.54381699006749,1.50957929494873,4.84725093593624,1.87015217744045,2.72636448315268,3.79439430812413,2.02575727370171
309,8.58822488038846,2.98425457272886,9.07170991477128,4.42978512880342,3.96422065579307,3.20418045266942,2.92626439171603,2.79617184837949,3.30936837873301,3.27197250234782,5.73480696002222,4.39791941051376,2.35911158350762,2.31746233893567,4.37312516479763,2.58683602062591,1.60063553203458,4.87040787125757,1.912270974332,2.80222032788588,3.82852769549702,2.07077843095172
310,8.7526003417956,3.04233691107344,9.16554239281192,4.54894778232594,4.05092208469421,3.34763189067176,2.95969730462901,2.82026956191089,3.40314821470221,3.29543764501822,5.77273401036316,4.4849913647942,2.40256682455454,2.34542747492513,4.41445487541435,2.62858145565826,1.68934403059567,4.89300627064393,1.95322593425736,2.87625544254148,3.86156713327339,2.11454182187213
311,8.91209337365663,3.09932620423595,9.25622906638437,4.66460920641749,4.13504694743958,3.4876184209862,2.99178973203037,2.84340208010402,3.49419240171103,3.31841813417436,5.80939302297454,4.56951070941588,2.44473079523429,2.37258813934852,4.45466216901482,2.66905543650507,1.77572329442829,4.91506425182599,1.99303099435424,2.94850616384031,3.89351638565986,2.15706151850596
