"wl","X1.9","X2.9","X3.9","X4.9","X5.9","X6.9","X7.9","X8.9","X9.9","X10.9","X11.9","X12.9","X13.9","X14.9","X15.9","X16.9","X17.9","X18.9","X19.9","X20.9","X21.9","X22.9"
300,2.46338476666246,1.84136129831042,1.83520962720269,2.69338990551512,0.786421341089495,0.410646142534767,1.02700776149938,1.10897216074149,1.49751358278823,4.37586756000407,1.40403680600442,1.25236494588845,3.10632412343458,1.7401848800255,2.49289911140335,1.72072347922259,4.0502534618416,1.05171726274969,1.55663523051166,2.61778416729202,1.90509731012598,1.57522562926893
301,2.57454932167488,1.88210460436742,1.95285371866439,2.78173889783967,0.845725392618947,0.475096788083332,1.10278246352914,1.17284867409577,1.58188779163956,4.42744414744853,1.44794890706004,1.35341000456935,3.16856538796372,1.78512847077922,2.53413247585787,1.75974629843346,4.17754304677893,1.08343826891515,1.62493006737771,2.65423828017828,1.96033066437666,1.65131844151986
302,2.68311877287909,1.92185278603166,2.06777470058303,2.86793864166971,0.916981271096049,0.587557577018576,1.17665350677202,1.23537928590482,1.66434724582065,4.47771178925848,1.49087956012869,1.45197653128451,3.22918999362823,1.82901525636859,2.57434275593503,1.79781351963795,4.30190294750858,1.11450385520771,1.69141547225265,2.69294067611761,2.01408469163148,1.72560259815177
303,2.78912594579352,1.96061323578944,2.17998838693073,2.95199475472188,0.986694679940543,0.71042634816958,1.24860792944159,1.29658870841848,1.74492622349731,4.52668121526519,1.53283747580834,1.54806182064465,3.28819753428834,1.87184721068027,2.61353678376583,1.83492440218958,4.42336335314003,1.14492808038075,1.75608319710719,2.73540678411834,2.0663667441996,1.79808960166426
304,2.89260366593658,1.99839334612705,2.2895105916796,3.03391285471282,1.05488405424281,0.830529926271135,1.31863276975141,1.35650165388662,1.82365900283534,4.57436315529995,1.57383136469696,1.64166316726054,3.34558760380426,1.91362630760098,2.65172139148129,1.87107820544182,4.54195445278273,1.17472500318767,1.81892499391208,2.77666240688588,2.11718417439014,1.8687909545569
305,2.99358475882669,2.03520050953079,2.39635712880176,3.11369855935918,1.12156782909324,0.947905556175787,1.38671506591503,1.41514283455911,1.90057986200054,4.62076833919403,1.61386993739251,1.7327778657429,3.4013597960362,1.95435452101739,2.6889034112124,1.90627418874819,4.65770643554615,1.20390868238184,1.87993261463803,2.81671135669112,2.16654433451225,1.9377181593293
306,3.09210204998226,2.07104211848696,2.50054381226931,3.19135748637761,1.18676443958222,1.06259048273608,1.45284185614603,1.4725369626858,1.97572307915873,4.6659074967787,1.65296190449294,1.82140321070248,3.45551370484436,1.99403382481618,2.72508967509018,1.94051161146218,4.77064949053977,1.23249317671667,1.93909781125578,2.85555744580498,2.21445457687507,2.00488271848105
307,3.18818836492172,2.10592556548187,2.60208645605439,3.26689525348473,1.25049232080012,1.17462195080457,1.51700017865796,1.52870875051656,2.0491229324757,4.70979135788525,1.69111597659624,1.90753649675004,3.50804892408897,2.03266619288406,2.76028701524562,1.97378973293729,4.88081380687304,1.26049254494554,1.99641233573606,2.89320448649837,2.26092225378775,2.07029613451173
308,3.28187652916348,2.13985824300181,2.70100087412909,3.34031747839719,1.31276990783733,1.2840372052338,1.57917707166438,1.58368291030126,2.12081370011727,4.75243065234495,1.72834086430036,1.99117501849631,3.55896504763024,2.07025359910771,2.79450226380974,2.00610781252702,4.98822957365543,1.28792084582183,2.0518679400496,2.92965629104218,2.30595471755942,2.13396990992095
309,3.37319936822596,2.17284754353309,2.79730288046554,3.41162977883165,1.37361563578424,1.39087349087632,1.63935957337885,1.63748415428975,2.19082966024924,4.79383610998908,1.76464527820326,2.07231607055204,3.60826166932837,2.10679801737382,2.82774225291354,2.03746510958487,5.09292697999641,1.31479213809893,2.10545637616712,2.96491667170732,2.34955932049923,2.19591554720829
310,3.46218970762758,2.204900859562,2.89100828903585,3.48083777250473,1.43304793973123,1.49516805258467,1.69753472201494,1.69013719473191,2.25920509103741,4.83401846064891,1.80003792890291,2.15095694752797,3.65593838304359,2.14230142156907,2.86001381468803,2.06786088346434,5.19493621500545,1.34112048053024,2.15716939605935,2.99898944076471,2.39174341491631,2.25614454887334
