"wl.4","X1.4","X2.4","X3.4","X4.4","X5.4","X6.4","X7.4","X8.4","X9.4","X10.4","X11.4","X12.4","X13.4","X14.4","X15.4","X16.4","X17.4","X18.4","X19.4","X20.4","X21.4","X22.4"
300,3.14417305709014,1.29483579803887,5.04376191664977,0.887754157623906,1.34580840181404,2.03811940639839,2.74760696558922,3.28082920626018,2.05861273224868,1.64978806846862,1.675623166878,1.83596700667535,2.44258025569659,2.03215532912255,0.937607899105883,1.93005223776739,3.10306290343141,2.00762973141809,1.54131217675557,1.37112264105782,2.83468515911461,3.60889745558606
301,3.16532288137361,1.32667731377801,5.07001126973858,0.921644965442053,1.41826985524861,2.09828994047637,2.79371138307087,3.31560428468141,2.08751641659677,1.69153482643809,1.70678027841988,1.89627196959297,2.49276206367448,2.06730150466878,0.976008409703348,1.98184759392145,3.10518000607305,1.99621966971178,1.57059369352123,1.42657012580102,2.89044256662714,3.71545856325294
302,3.18590791719761,1.35813070272817,5.09551019932736,0.95478620468342,1.48936819480123,2.15724717280205,2.83865993093621,3.34963555528502,2.11597770479402,1.73246460269718,1.73730660906349,1.96097908850664,2.54238821027512,2.10173136821994,1.01388535869822,2.03261495864077,3.10765149805599,1.98545910043413,1.59962568990486,1.48105661862011,2.9448643794625,3.81952538857513
303,3.20593151388469,1.38923185857908,5.12027974071986,0.987176904277738,1.55913983705002,2.21500617913754,2.88245245620675,3.38293641404383,2.1440264238037,1.7725977764609,1.76723272027884,2.03401349886123,2.5915309458621,2.13546040303687,1.05126026564038,2.08237070519082,3.11050096648666,1.9753704638559,1.62841297998881,1.53461496905982,2.99797313355747,3.92113905295931
304,3.22539702075738,1.42001667502052,5.14434092921984,1.01881609315474,1.62762119857308,2.271582035245,2.92508880590402,3.41552025693066,2.17169240058909,1.81195472694421,1.79658917353592,2.10550604896982,2.64026252079895,2.16850409238041,1.08815465007974,2.13113120683706,3.11375199847146,1.96597620024781,1.65696037785545,1.58727802666492,3.04979136484879,4.02034067781214
305,3.24430778713823,1.45052104574224,5.16771480013104,1.04970280024415,1.69484869594852,2.32698981688656,2.96656882704954,3.44740047991831,2.19900546211347,1.8505558333621,1.82540653030474,2.17548345301088,2.68865518544925,2.20087791951141,1.12459003156618,2.17891283684496,3.11742818111681,1.95729874988063,1.68527269758714,1.63907864098014,3.10034160927322,4.1171713845403
306,3.26266716234976,1.480780864434,5.19042238875721,1.0798360544757,1.76085874575446,2.38124459982437,3.00689236666481,3.47859047897961,2.22599543534009,1.88842147492955,1.8537153520553,2.24397242516288,2.73678119017654,2.23259736769072,1.16058792964962,2.22573196847998,3.12155310152913,1.94936055302508,1.71335475326625,1.69004966155023,3.14964640276751,4.21167229455046
307,3.28047849571452,1.51083202478555,5.21248473040211,1.10921488477913,1.82568776456901,2.43436145982057,3.04605927177137,3.50910365008737,2.25269214723225,1.92557203086155,1.88154620025759,2.31099967960429,2.78471278534439,2.26367792017918,1.19616986387993,2.27160497500758,3.12615034681484,1.94218404995191,1.74121135897515,1.74022393791994,3.19772828126842,4.30388452924929
308,3.29774513655503,1.54071042048667,5.23392286036949,1.13783832008415,1.88937216897028,2.48635547263729,3.08406938939072,3.53895338921439,2.2791254247532,1.96202788037307,1.90892963638162,2.37659193051359,2.83252222131636,2.29413506023764,1.23135735380702,2.31654822969323,3.13124350408034,1.93579168093188,1.76884732879619,1.78963431963402,3.2446097807127,4.39384921004347
309,3.31447043419385,1.57045194522709,5.25475781396309,1.16570538932051,1.95194837553639,2.53724171403668,3.12092256654439,3.56815309233351,2.30532509486623,1.99780940267911,1.93589622189738,2.44077589206923,2.88028174845601,2.32398427112695,1.26617191898078,2.36057810580239,3.13685616043206,1.93020588623571,1.79626747681173,1.83831365623722,3.29031343703711,4.48160745833968
310,3.33065773795351,1.60009249269659,5.27501062648668,1.19281512141794,2.01345280084544,2.58703525978087,3.15661865025389,3.59671615541752,2.33132098453461,2.03293697699463,1.96247651827487,2.50357827844968,2.92806361712688,2.35324103610794,1.3006350789511,2.40371097660054,3.1430119029764,1.92544910613416,1.82347661710415,1.88629479727428,3.3348617861784,4.56720039554457
311,3.34631039715654,1.62966795658492,5.29470233324399,1.21916654530616,2.07392186147554,2.63575118563202,3.19115748754074,3.62465597443926,2.35714292072161,2.06743098253462,1.9887010869841,2.56502580383342,2.97594007769255,2.38192083844147,1.3347683532679,2.44596321535312,3.14973431881979,1.92154378089796,1.85047956375581,1.93361059228996,3.37827736407333,4.65066914306483
312,3.36143176112548,1.65921423058183,5.31385396953879,1.2447586899149,2.13339197400481,2.68340456735225,3.22453892542646,3.65198594537152,2.3828207303905,2.10131179851407,2.01460048949507,2.62514518239891,3.02398338051657,2.41003916138838,1.36859326148105,2.48735119532562,3.15704699506865,1.91851235079787,1.87728113084907,1.980293890829,3.42058270665865,4.73205482230713
