ID,patch1,patch2,dS,dL,group,treatment,individual,day
142,natural,exp8.9,4.399738923,11.6572707,experiment,natural,8,9
363,light,exp8.9,5.875943296,8.5232044,experiment,natural,8,9
583,dark,exp8.9,4.870972919,26.8744982,experiment,natural,8,9
143,natural,exp9.9,2.892707538,11.5323975,experiment,light,9,9
364,light,exp9.9,4.359920378,8.6480776,experiment,light,9,9
584,dark,exp9.9,3.471966611,26.749625,experiment,light,9,9
144,natural,exp10.9,1.098581932,11.6209095,experiment,natural,10,9
365,light,exp10.9,2.004246324,8.5595656,experiment,natural,10,9
585,dark,exp10.9,2.58544435,26.838137,experiment,natural,10,9
145,natural,exp11.9,1.992442456,6.7665116,experiment,natural,11,9
366,light,exp11.9,3.440508097,13.4139635,experiment,natural,11,9
586,dark,exp11.9,2.714987209,21.9837392,experiment,natural,11,9
146,natural,exp12.9,3.412067896,12.8913645,experiment,light,12,9
367,light,exp12.9,4.93052529,7.2891106,experiment,light,12,9
587,dark,exp12.9,3.776344509,28.108592,experiment,light,12,9
147,natural,exp13.9,1.739633202,11.5406419,experiment,dark,13,9
368,light,exp13.9,3.089634128,8.6398332,experiment,dark,13,9
588,dark,exp13.9,2.826502273,26.7578694,experiment,dark,13,9
148,natural,exp14.9,0.707494504,4.5467897,experiment,dark,14,9
369,light,exp14.9,1.677664204,15.6336854,experiment,dark,14,9
589,dark,exp14.9,2.201071822,19.7640172,experiment,dark,14,9
149,natural,exp15.9,3.085330633,11.1481863,experiment,dark,15,9
370,light,exp15.9,4.47324768,9.0322888,experiment,dark,15,9
590,dark,exp15.9,3.878213615,26.3654138,experiment,dark,15,9
150,natural,exp16.9,3.225132028,9.2232467,experiment,natural,16,9
371,light,exp16.9,4.674983919,10.9572284,experiment,natural,16,9
591,dark,exp16.9,3.925566797,24.4404743,experiment,natural,16,9
151,natural,exp17.9,2.024530773,17.4771318,experiment,light,17,9
372,light,exp17.9,3.497722593,2.7033433,experiment,light,17,9
592,dark,exp17.9,2.775816392,32.6943593,experiment,light,17,9
152,natural,exp18.9,2.556134209,4.7222459,experiment,dark,18,9
373,light,exp18.9,3.98981244,15.4582292,experiment,dark,18,9
593,dark,exp18.9,3.352353602,19.9394734,experiment,dark,18,9
153,natural,exp19.9,2.973151814,9.0954228,experiment,dark,19,9
374,light,exp19.9,4.376914051,11.0850523,experiment,dark,19,9
594,dark,exp19.9,3.741440667,24.3126503,experiment,dark,19,9
154,natural,exp20.9,1.629974722,9.0003998,experiment,natural,20,9
375,light,exp20.9,2.946388054,11.1800753,experiment,natural,20,9
595,dark,exp20.9,2.765077164,24.2176273,experiment,natural,20,9
155,natural,exp21.9,4.547157664,12.5405005,experiment,natural,21,9
376,light,exp21.9,5.998966523,7.6399746,experiment,natural,21,9
596,dark,exp21.9,5.1166179,27.757728,experiment,natural,21,9
156,natural,exp22.9,3.633370575,11.5194404,experiment,dark,22,9
377,light,exp22.9,5.051141397,8.6610347,experiment,dark,22,9
597,dark,exp22.9,4.340856267,26.736668,experiment,dark,22,9
157,natural,exp1.10,1.017837234,19.5733069,experiment,light,1,10
378,light,exp1.10,2.235559264,0.6071682,experiment,light,1,10
598,dark,exp1.10,2.375449079,34.7905344,experiment,light,1,10
158,natural,exp2.10,1.860752383,5.2588018,experiment,dark,2,10
379,light,exp2.10,0.622148505,14.9216733,experiment,dark,2,10
599,dark,exp2.10,2.909253268,20.4760293,experiment,dark,2,10
159,natural,exp3.10,1.044088074,18.5682524,experiment,light,3,10
380,light,exp3.10,2.120472668,1.6122227,experiment,light,3,10
600,dark,exp3.10,2.467148452,33.7854799,experiment,light,3,10
160,natural,exp4.10,2.134606416,16.2855245,experiment,light,4,10
381,light,exp4.10,3.547146482,3.8949506,experiment,light,4,10
601,dark,exp4.10,3.030754635,31.502752,experiment,light,4,10
161,natural,exp5.10,2.382369801,15.671337,experiment,light,5,10
382,light,exp5.10,3.863416065,4.5091381,experiment,light,5,10
602,dark,exp5.10,3.007284648,30.8885646,experiment,light,5,10
162,natural,exp6.10,1.659200803,15.2839889,experiment,light,6,10
383,light,exp6.10,3.175966481,4.8964862,experiment,light,6,10
603,dark,exp6.10,2.403529325,30.5012164,experiment,light,6,10
163,natural,exp7.10,1.566114958,8.1166393,experiment,dark,7,10
384,light,exp7.10,2.73367753,12.0638358,experiment,dark,7,10
604,dark,exp7.10,2.893990311,23.3338669,experiment,dark,7,10
164,natural,exp8.10,4.004564523,11.012144,experiment,natural,8,10
385,light,exp8.10,5.345419077,9.1683311,experiment,natural,8,10
605,dark,exp8.10,4.812004192,26.2293715,experiment,natural,8,10
165,natural,exp9.10,2.868935177,14.9695547,experiment,light,9,10
386,light,exp9.10,4.325258602,5.2109204,experiment,light,9,10
606,dark,exp9.10,3.532609473,30.1867822,experiment,light,9,10
166,natural,exp10.10,1.217217062,8.163952,experiment,natural,10,10
387,light,exp10.10,2.165967027,12.0165231,experiment,natural,10,10
607,dark,exp10.10,2.693136227,23.3811796,experiment,natural,10,10
167,natural,exp11.10,1.16828297,12.08568,experiment,natural,11,10
388,light,exp11.10,1.658730699,8.0947951,experiment,natural,11,10
608,dark,exp11.10,2.672061928,27.3029075,experiment,natural,11,10
168,natural,exp12.10,1.704911023,15.1491085,experiment,light,12,10
389,light,exp12.10,3.160363195,5.0313666,experiment,light,12,10
609,dark,exp12.10,2.482978542,30.3663361,experiment,light,12,10
169,natural,exp13.10,1.599833554,6.7234796,experiment,dark,13,10
390,light,exp13.10,2.738418775,13.4569955,experiment,dark,13,10
610,dark,exp13.10,2.943031979,21.9407071,experiment,dark,13,10
170,natural,exp14.10,1.688085627,3.2237049,experiment,dark,14,10
391,light,exp14.10,2.139068,16.9567702,experiment,dark,14,10
611,dark,exp14.10,3.196509831,18.4409325,experiment,dark,14,10
171,natural,exp15.10,1.303300868,11.2239417,experiment,dark,15,10
392,light,exp15.10,2.275162437,8.9565334,experiment,dark,15,10
612,dark,exp15.10,2.757892656,26.4411692,experiment,dark,15,10
172,natural,exp16.10,3.097591813,10.7965719,experiment,natural,16,10
393,light,exp16.10,4.474521477,9.3839032,experiment,natural,16,10
613,dark,exp16.10,3.958505824,26.0137994,experiment,natural,16,10
173,natural,exp17.10,4.513133885,14.4704514,experiment,light,17,10
394,light,exp17.10,6.040833308,5.7100237,experiment,light,17,10
614,dark,exp17.10,4.704520775,29.6876789,experiment,light,17,10
174,natural,exp18.10,0.900063727,10.539349,experiment,dark,18,10
395,light,exp18.10,1.331108361,9.6411261,experiment,dark,18,10
615,dark,exp18.10,2.364190383,25.7565765,experiment,dark,18,10
175,natural,exp19.10,1.117364138,2.9747116,experiment,dark,19,10
396,light,exp19.10,1.644366446,17.2057635,experiment,dark,19,10
616,dark,exp19.10,2.625552456,18.1919392,experiment,dark,19,10
176,natural,exp20.10,2.898499069,13.3625344,experiment,natural,20,10
397,light,exp20.10,4.349890751,6.8179407,experiment,natural,20,10
617,dark,exp20.10,3.637045577,28.5797619,experiment,natural,20,10
177,natural,exp21.10,2.547320797,12.4662468,experiment,natural,21,10
398,light,exp21.10,3.853820602,7.7142283,experiment,natural,21,10
618,dark,exp21.10,3.594468035,27.6834743,experiment,natural,21,10
178,natural,exp22.10,4.208905277,11.5473383,experiment,dark,22,10
399,light,exp22.10,5.66415515,8.6331368,experiment,dark,22,10
619,dark,exp22.10,4.769234708,26.7645658,experiment,dark,22,10
179,natural,exp1.11,3.262107818,12.9547125,experiment,light,1,11
400,light,exp1.11,4.730420792,7.2257626,experiment,light,1,11
620,dark,exp1.11,3.901275233,28.17194,experiment,light,1,11
180,natural,exp2.11,1.059562922,2.6267289,experiment,dark,2,11
401,light,exp2.11,1.57163663,17.5537462,experiment,dark,2,11
621,dark,exp2.11,2.495573313,17.8439564,experiment,dark,2,11
181,natural,exp3.11,1.397824384,20.1697089,experiment,light,3,11
402,light,exp3.11,1.094932976,0.0107662,experiment,light,3,11
622,dark,exp3.11,2.754900256,35.3869365,experiment,light,3,11
182,natural,exp4.11,1.060275099,14.1409103,experiment,light,4,11
403,light,exp4.11,2.331046364,6.0395648,experiment,light,4,11
623,dark,exp4.11,2.325229907,29.3581378,experiment,light,4,11
183,natural,exp5.11,1.210180185,15.7993533,experiment,light,5,11
404,light,exp5.11,2.607481514,4.3811218,experiment,light,5,11
624,dark,exp5.11,2.360755966,31.0165809,experiment,light,5,11
184,natural,exp6.11,2.892624947,13.4576491,experiment,light,6,11
405,light,exp6.11,4.386691563,6.722826,experiment,light,6,11
625,dark,exp6.11,3.477733377,28.6748767,experiment,light,6,11
185,natural,exp7.11,1.476986729,4.0747885,experiment,dark,7,11
406,light,exp7.11,2.738212558,16.1056866,experiment,dark,7,11
626,dark,exp7.11,2.750425545,19.292016,experiment,dark,7,11
186,natural,exp8.11,1.657311907,10.1554899,experiment,natural,8,11
407,light,exp8.11,1.05875498,10.0249852,experiment,natural,8,11
627,dark,exp8.11,2.963097657,25.3727174,experiment,natural,8,11
187,natural,exp9.11,2.087432131,10.7306204,experiment,light,9,11
408,light,exp9.11,3.502216687,9.4498547,experiment,light,9,11
628,dark,exp9.11,2.946890878,25.9478479,experiment,light,9,11
188,natural,exp10.11,0.766258204,6.5127195,experiment,natural,10,11
409,light,exp10.11,1.690278339,13.6677556,experiment,natural,10,11
629,dark,exp10.11,2.285680222,21.729947,experiment,natural,10,11
189,natural,exp11.11,0.970685411,6.8715773,experiment,natural,11,11
410,light,exp11.11,1.346727646,13.3088978,experiment,natural,11,11
630,dark,exp11.11,2.420328,22.0888048,experiment,natural,11,11
190,natural,exp12.11,1.801532256,12.6053906,experiment,light,12,11
411,light,exp12.11,3.31745208,7.5750845,experiment,light,12,11
631,dark,exp12.11,2.525910135,27.8226181,experiment,light,12,11
191,natural,exp13.11,1.897296988,11.3425092,experiment,dark,13,11
412,light,exp13.11,1.054937645,8.8379659,experiment,dark,13,11
632,dark,exp13.11,3.147022577,26.5597367,experiment,dark,13,11
192,natural,exp14.11,1.737959418,2.7216989,experiment,dark,14,11
413,light,exp14.11,2.977865699,17.4587762,experiment,dark,14,11
633,dark,exp14.11,2.977958024,17.9389264,experiment,dark,14,11
193,natural,exp15.11,1.726151195,7.0023337,experiment,dark,15,11
414,light,exp15.11,2.991029379,13.1781414,experiment,dark,15,11
634,dark,exp15.11,2.885650085,22.2195612,experiment,dark,15,11
194,natural,exp16.11,1.133007081,7.0823823,experiment,natural,16,11
415,light,exp16.11,2.578653424,13.0980928,experiment,natural,16,11
635,dark,exp16.11,2.234246323,22.2996098,experiment,natural,16,11
195,natural,exp17.11,1.659266038,15.1765694,experiment,light,17,11
416,light,exp17.11,3.130601607,5.0039057,experiment,light,17,11
636,dark,exp17.11,2.523302132,30.3937969,experiment,light,17,11
196,natural,exp18.11,2.41142112,7.1646605,experiment,dark,18,11
417,light,exp18.11,3.825250781,13.0158146,experiment,dark,18,11
637,dark,exp18.11,3.300570952,22.3818881,experiment,dark,18,11
197,natural,exp19.11,1.97727104,5.9551183,experiment,dark,19,11
418,light,exp19.11,0.493283253,14.2253568,experiment,dark,19,11
638,dark,exp19.11,2.72462882,21.1723458,experiment,dark,19,11
198,natural,exp20.11,1.328673182,6.9173917,experiment,natural,20,11
419,light,exp20.11,2.860573472,13.2630834,experiment,natural,20,11
639,dark,exp20.11,2.118712572,22.1346193,experiment,natural,20,11
199,natural,exp21.11,1.047511151,11.9022195,experiment,natural,21,11
420,light,exp21.11,1.571494981,8.2782556,experiment,natural,21,11
640,dark,exp21.11,2.56586495,27.1194471,experiment,natural,21,11
200,natural,exp22.11,3.512650082,14.0119863,experiment,dark,22,11
421,light,exp22.11,4.90845734,6.1684888,experiment,dark,22,11
641,dark,exp22.11,4.29297569,29.2292138,experiment,dark,22,11
