wl;1;2;3;4;5;6
415,531;2,24;0,83;2,98;2,27;2,37;1,19
415,998;2,24;0,81;3,12;2,3;2,37;1,16
416,464;2,16;0,78;3,14;2,25;2,31;1,07
416,931;2,07;0,86;3,19;2,26;2,4;1,1
417,397;2,15;0,94;3,26;2,32;2,48;1,11
417,864;2,23;0,98;3,3;2,41;2,59;1,18
418,33;2,14;1,02;3,2;2,36;2,58;1,12
418,797;2,07;0,98;3,12;2,33;2,52;1,05
419,263;1,99;0,94;3,12;2,32;2,41;1,08
419,73;1,94;0,86;3,19;2,29;2,4;1,09
420,196;1,78;0,78;3,18;2,28;2,38;0,99
420,663;1,74;0,79;3,11;2,24;2,25;1,03
421,129;1,8;0,85;3,06;2,18;2,29;1,07
421,595;1,89;0,84;3,11;2,18;2,33;1,12
422,062;1,99;0,81;3,21;2,26;2,16;1,04
422,528;2;0,81;3,24;2,29;2,16;1,06
422,994;1,99;0,92;3,22;2,23;2,18;1,08
423,46;2,02;0,96;3,27;2,23;2,15;1,08
423,927;2,09;1,1;3,37;2,25;2,17;1,18
424,393;2,19;1,21;3,45;2,24;2,16;1,16
424,859;2,12;1,25;3,3;2,15;2,21;1,02
425,325;2,2;1,25;3,23;2,12;2,2;0,95
425,791;2,22;1,22;3,28;2,07;2,26;0,92
426,257;2,14;1,16;3,27;2,03;2,32;0,91
426,723;2,08;1,06;3,14;2;2,32;0,79
427,189;2,08;1,07;3,17;2;2,4;0,87
427,656;2,02;1,12;3,13;2;2,53;0,95
428,121;2;0,97;3,04;2;2,45;0,88
428,587;2,04;0,94;3,1;2;2,48;0,86
429,053;1,95;0,87;3,06;1,95;2,48;0,77
429,519;1,85;0,77;2,97;1,89;2,43;0,66
429,985;1,85;0,68;3,04;1,86;2,31;0,66
430,451;1,79;0,75;3,01;1,89;2,35;0,78
430,917;1,81;0,81;3,04;1,92;2,38;0,87
431,383;1,83;0,8;3,07;1,98;2,33;0,83
431,848;1,86;0,83;3,13;2,08;2,37;0,91
432,314;1,93;0,78;3,06;2,07;2,39;0,86
432,78;1,98;0,83;3,12;2,09;2,28;0,83
433,246;2;0,82;3,2;2,14;2,21;0,79
433,711;2,01;0,68;3,16;2,08;2,13;0,73
434,177;1,99;0,63;3,13;2,1;2,18;0,75
434,643;1,98;0,58;3,11;2,09;2,16;0,78
435,108;2,03;0,65;3,17;2,14;2,22;0,9
435,574;2,01;0,63;3,19;2,06;2,24;0,91
436,039;1,95;0,48;3,06;1,95;2,16;0,71
436,505;2;0,49;3,14;1,91;2,17;0,69
436,97;2,01;0,59;3,22;1,9;2,18;0,76
437,436;1,88;0,62;3,2;1,88;2,17;0,78
437,901;1,84;0,49;3,21;1,85;2,17;0,71
438,367;1,87;0,59;3,25;1,9;2,28;0,77
438,832;1,89;0,73;3,29;1,92;2,33;0,85
439,298;1,99;0,78;3,39;2,01;2,36;0,82
439,763;2,05;0,88;3,41;2,13;2,49;0,91
440,228;2,07;0,94;3,47;2,13;2,54;0,96
440,694;2,07;1;3,55;2,2;2,59;0,94
441,159;2,08;1,04;3,55;2,3;2,65;1,05
441,624;2,07;1,03;3,54;2,32;2,59;1,14
442,089;2,06;0,98;3,48;2,25;2,57;1,09
442,555;2,12;0,98;3,45;2,17;2,54;1,06
443,02;2,14;1;3,49;2,13;2,55;1,11
443,485;2,11;1,03;3,49;2,02;2,53;1,15
443,95;2,06;1,05;3,44;1,98;2,5;1,08
444,415;2,05;1,01;3,45;1,95;2,46;1,02
444,88;2,1;1,06;3,52;1,97;2,48;1,08
445,345;2,11;1,11;3,42;1,99;2,49;1,02
445,81;2,2;1,1;3,46;1,97;2,42;1,02
446,275;2,17;1,13;3,49;1,92;2,41;1
446,74;2,19;1,19;3,51;1,84;2,46;1,05
447,205;2,15;1,21;3,57;1,81;2,45;1,03
447,67;2,14;1,22;3,53;1,86;2,43;1,02
448,135;2,18;1,28;3,48;1,85;2,4;1,08
448,6;2,1;1,24;3,44;1,88;2,42;1,03
449,065;2,12;1,17;3,44;1,9;2,44;1,07
449,529;2,16;1,2;3,47;1,84;2,41;1,13
449,994;2,06;1,17;3,47;1,78;2,45;1,12
450,459;2,05;1,05;3,53;1,74;2,46;1,15
450,924;2,09;0,94;3,54;1,77;2,48;1,17
451,388;2,14;0,91;3,54;1,83;2,53;1,22
451,853;2,09;0,84;3,53;1,92;2,52;1,11
452,318;2,14;0,83;3,43;2,02;2,54;1,11
452,782;2,15;0,82;3,46;2,09;2,65;1,2
453,247;2,16;0,8;3,5;2,09;2,67;1,13
453,712;2,27;0,78;3,54;2,04;2,67;1,13
454,176;2,21;0,79;3,49;2,03;2,64;1,12
454,641;2,09;0,8;3,45;2,02;2,63;1,19
455,105;2,04;0,72;3,42;1,96;2,58;1,12
455,57;1,99;0,73;3,42;2,04;2,54;1,05
456,034;1,99;0,82;3,44;2,04;2,54;1,06
456,499;1,99;0,84;3,46;1,99;2,48;1,04
456,963;1,93;0,83;3,36;1,94;2,45;0,95
457,427;2;0,85;3,44;1,95;2,46;0,92
457,892;1,98;0,87;3,45;1,89;2,41;0,89
458,356;1,84;0,83;3,34;1,85;2,39;0,8
458,82;1,91;0,89;3,38;1,92;2,36;0,78
459,285;1,97;0,98;3,49;2,02;2,44;0,81
459,749;2,01;0,96;3,52;2,08;2,45;0,74
460,213;2,15;1,06;3,52;2,17;2,37;0,67
460,677;2,15;1,07;3,55;2,13;2,38;0,71
461,142;2,05;1,08;3,48;2,05;2,33;0,67
461,606;2,04;1,08;3,48;2,09;2,3;0,59
462,07;2,04;1,1;3,57;2,16;2,34;0,7
462,534;1,97;1,12;3,59;2,04;2,32;0,68
462,998;1,89;1,07;3,56;2,02;2,3;0,6
463,462;1,97;1,08;3,63;2,1;2,38;0,61
463,926;1,95;1,1;3,6;2,11;2,46;0,75
464,39;1,97;1,08;3,57;2,08;2,47;0,82
464,854;1,97;1,09;3,51;2,12;2,51;0,87
465,318;1,94;1,08;3,6;2,2;2,55;0,97
465,782;1,94;1,16;3,63;2,29;2,58;1,04
466,246;1,89;1,12;3,57;2,28;2,56;1
466,71;1,91;1,15;3,57;2,29;2,57;1,04
467,174;1,95;1,2;3,54;2,3;2,61;1,04
467,637;1,94;1,17;3,51;2,26;2,55;1,06
468,101;2,02;1,19;3,56;2,29;2,55;1,06
468,565;2;1,18;3,57;2,33;2,46;1,12
469,029;1,99;1,1;3,58;2,28;2,38;1,03
469,492;1,98;1,07;3,58;2,27;2,34;0,94
469,956;2,03;1;3,66;2,26;2,32;0,93
470,42;2,03;0,97;3,62;2,1;2,27;0,89
470,883;2,01;0,94;3,52;2,05;2,22;0,82
471,347;2,07;0,86;3,48;2,1;2,19;0,74
471,811;2,32;0,91;2,58;2,18;2,37;0,77
472,274;2,3;0,87;2,41;2,09;2,36;0,78
472,738;2,26;0,87;2,43;2,16;2,33;0,77
473,201;2,27;0,89;2,45;2,17;2,28;0,82
473,665;2,2;0,93;2,42;2,05;2,31;0,86
474,128;2,07;0,93;2,4;2;2,29;0,79
474,591;2,04;0,94;2,41;1,98;2,27;0,79
475,055;2,05;1;2,37;1,95;2,33;0,83
475,518;2,02;1,01;2,28;1,96;2,3;0,8
475,982;2,01;1,03;2,25;1,91;2,29;0,74
476,445;2,07;1,08;2,31;1,92;2,35;0,84
476,908;1,89;0,98;3,06;1,8;2,2;0,82
477,372;1,87;0,95;3,24;1,83;2,14;0,78
477,835;1,91;0,96;3,22;1,85;2,16;0,76
478,298;1,93;0,96;3,21;1,87;2,14;0,76
478,761;2;0,95;3,26;1,91;2,14;0,75
479,224;2,05;0,93;3,21;1,98;2,19;0,75
479,688;2,08;0,95;3,29;1,99;2,21;0,74
480,151;2,06;0,95;3,31;1,98;2,18;0,69
480,614;2;0,85;3,39;1,94;2,2;0,65
481,077;2,03;0,81;3,52;1,98;2,22;0,65
481,54;2,01;0,88;3,67;2,05;2,31;0,69
482,003;1,92;0,89;3,65;2,04;2,29;0,64
482,466;1,96;0,85;3,66;2,04;2,35;0,65
482,929;1,99;0,88;3,73;2,09;2,44;0,7
483,392;1,94;0,86;3,75;2,04;2,49;0,66
483,855;1,93;0,86;3,78;2,06;2,5;0,65
484,318;1,98;0,85;3,83;2,05;2,49;0,66
484,78;2;0,82;3,77;2,02;2,47;0,64
485,243;1,99;0,8;3,76;2,02;2,47;0,62
485,706;2,07;0,84;3,77;2,07;2,5;0,66
486,169;2,15;0,87;3,76;2,06;2,51;0,7
486,632;2,15;0,87;3,69;2,03;2,48;0,71
487,094;2,21;0,88;3,72;2,08;2,51;0,74
487,557;2,21;0,93;3,74;2,1;2,49;0,76
488,02;2,17;0,92;3,72;2,06;2,46;0,77
488,482;2,19;0,92;3,74;2,08;2,43;0,8
488,945;2,19;0,93;3,71;2,08;2,4;0,79
489,408;2,14;0,96;3,68;2,06;2,38;0,81
489,87;2,08;0,94;3,66;2,04;2,35;0,82
490,333;2,08;0,97;3,67;2,05;2,32;0,86
490,795;2,08;1,01;3,66;2,05;2,33;0,91
491,258;2,03;0,96;3,68;2,04;2,32;0,91
491,72;2,01;0,94;3,68;2,03;2,3;0,9
492,183;2,01;0,94;3,72;2,06;2,38;0,92
492,645;2,06;0,93;3,73;2,06;2,42;0,9
493,107;2,09;0,96;3,71;2,08;2,42;0,87
493,57;2,11;0,99;3,72;2,08;2,44;0,86
494,032;2,15;1,04;3,75;2,09;2,52;0,91
494,495;2,15;1,04;3,76;2,09;2,57;0,91
494,957;2,13;1,05;3,82;2,12;2,61;0,9
495,419;2,15;1,05;3,84;2,1;2,66;0,9
495,881;2,11;1,03;3,79;2,07;2,64;0,86
496,344;2,06;1,03;3,68;2,12;2,6;0,85
496,806;2,09;1;3,67;2,1;2,59;0,8
497,268;2,05;1,01;3,61;2,04;2,5;0,8
497,73;2;1,01;3,52;2;2,43;0,79
498,192;2,01;0,98;3,58;2,01;2,43;0,78
498,654;1,97;0,97;3,57;2,01;2,47;0,83
499,116;2,02;0,93;3,56;2,03;2,42;0,78
499,578;2,04;0,94;3,59;2,04;2,39;0,74
500,04;2,12;0,97;3,6;2,11;2,42;0,77
500,502;2,11;0,95;3,62;2,1;2,39;0,77
500,964;2,11;0,99;3,67;2,13;2,42;0,82
501,426;2,11;1,01;3,75;2,12;2,45;0,84
501,888;2,14;1,07;3,78;2,17;2,49;0,9
502,35;2,14;1,12;3,84;2,22;2,55;0,93
502,812;2,14;1,11;3,92;2,27;2,58;0,91
503,274;2,16;1,11;3,9;2,23;2,57;0,9
503,735;2,17;1,12;3,88;2,21;2,56;0,86
504,197;2,09;1,11;3,89;2,16;2,52;0,82
504,659;2,12;1,11;3,91;2,21;2,52;0,84
505,121;2,1;1,09;3,89;2,15;2,5;0,84
505,582;2,08;1,11;3,87;2,16;2,48;0,81
506,044;2,1;1,07;3,85;2,12;2,47;0,77
506,506;2,11;1,07;3,8;2,16;2,47;0,72
506,967;2,02;1,01;3,73;2,06;2,4;0,63
507,429;2,03;0,95;3,66;2;2,34;0,56
507,89;2,04;0,98;3,66;2,03;2,36;0,58
508,352;2,04;0,97;3,64;2,03;2,36;0,59
508,814;2,03;0,97;3,64;2,05;2,34;0,6
509,275;2,02;0,99;3,55;2,1;2,37;0,62
509,736;2,02;1,01;3,56;2,08;2,37;0,62
510,198;1,97;1,02;3,52;2,08;2,32;0,6
510,659;1,98;1;3,46;2,08;2,29;0,58
511,121;2,01;0,97;3,48;2,09;2,26;0,59
511,582;2,05;0,96;3,5;2,06;2,27;0,62
512,043;2,1;0,97;3,51;2,11;2,32;0,67
512,505;2,2;1;3,56;2,14;2,34;0,7
512,966;2,22;0,97;3,5;2,1;2,3;0,71
513,427;2,22;0,96;3,48;2,11;2,3;0,71
513,888;2,23;0,89;3,48;2,1;2,28;0,68
514,35;2,22;0,82;3,5;2,06;2,23;0,67
514,811;2,23;0,78;3,48;2,04;2,24;0,69
515,272;2,28;0,81;3,52;2,11;2,37;0,77
515,733;2,27;0,82;3,59;2,16;2,4;0,83
516,194;2,22;0,84;3,6;2,14;2,37;0,84
516,655;2,17;0,83;3,57;2,11;2,38;0,83
517,116;2,17;0,8;3,55;2,1;2,39;0,83
517,577;2,15;0,79;3,56;2,09;2,42;0,86
518,038;2,11;0,8;3,57;2,07;2,43;0,86
518,499;2,01;0,76;3,52;2,04;2,39;0,82
518,96;2,01;0,8;3,52;2,06;2,42;0,79
519,421;2,03;0,86;3,55;2,05;2,49;0,82
519,882;1,97;0,88;3,54;2;2,44;0,81
520,343;2,01;0,87;3,58;1,95;2,38;0,76
520,804;1,99;0,83;3,52;1,9;2,41;0,72
521,264;2,05;0,85;3,56;1,93;2,44;0,67
521,725;2,08;0,85;3,57;1,93;2,42;0,66
522,186;2,08;0,85;3,58;1,91;2,35;0,62
522,647;2,04;0,85;3,56;1,87;2,26;0,57
523,107;2,06;0,82;3,63;1,89;2,24;0,54
523,568;2,13;0,87;3,65;1,9;2,26;0,59
524,029;2,15;0,9;3,67;1,86;2,26;0,62
524,489;2,12;0,89;3,62;1,9;2,21;0,6
524,95;2,09;0,86;3,55;1,91;2,21;0,57
525,411;2,04;0,82;3,49;1,9;2,18;0,55
525,871;2,04;0,82;3,5;1,85;2,17;0,53
526,332;1,98;0,78;3,44;1,83;2,18;0,54
526,792;1,95;0,8;3,46;1,82;2,18;0,54
527,253;1,94;0,87;3,5;1,87;2,25;0,61
527,713;1,88;0,86;3,46;1,89;2,31;0,6
528,173;1,91;0,89;3,46;1,9;2,38;0,67
528,634;1,92;0,94;3,5;1,95;2,44;0,7
529,094;1,91;0,94;3,52;1,95;2,44;0,7
529,555;1,95;0,96;3,59;1,96;2,48;0,68
530,015;2;0,97;3,68;2,01;2,52;0,68
530,475;2,04;0,98;3,7;2,05;2,54;0,72
530,935;2,07;1,06;3,7;2,1;2,54;0,75
531,396;2,11;1,09;3,73;2,13;2,55;0,74
531,856;2,18;1,12;3,7;2,12;2,55;0,76
532,316;2,19;1,14;3,67;2,13;2,49;0,72
532,776;2,26;1,16;3,69;2,16;2,48;0,73
533,236;2,28;1,14;3,7;2,18;2,42;0,71
533,696;2,27;1,14;3,72;2,18;2,42;0,71
534,156;2,24;1,13;3,66;2,2;2,4;0,74
534,617;2,24;1,17;3,67;2,19;2,39;0,81
535,077;2,27;1,22;3,68;2,19;2,42;0,87
535,537;2,26;1,25;3,72;2,19;2,42;0,88
535,997;2,31;1,22;3,76;2,2;2,46;0,89
536,456;2,31;1,22;3,75;2,23;2,48;0,9
536,916;2,29;1,22;3,78;2,25;2,5;0,9
537,376;2,28;1,16;3,81;2,22;2,52;0,86
537,836;2,24;1,13;3,82;2,24;2,52;0,85
538,296;2,22;1,15;3,77;2,2;2,54;0,83
538,756;2,19;1,1;3,72;2,14;2,46;0,79
539,216;2,24;1,09;3,74;2,15;2,48;0,78
539,675;2,3;1,08;3,75;2,14;2,47;0,77
540,135;2,27;1,06;3,74;2,14;2,46;0,73
540,595;2,24;1;3,64;2,12;2,45;0,69
541,054;2,22;1;3,65;2,12;2,42;0,66
541,514;2,22;1,03;3,66;2,11;2,43;0,7
541,974;2,23;0,99;3,71;2,14;2,39;0,69
542,433;2,21;0,99;3,71;2,13;2,34;0,67
542,893;2,24;1,05;3,71;2,12;2,38;0,71
543,352;2,24;1,07;3,77;2,12;2,4;0,73
543,812;2,24;1,07;3,75;2,15;2,45;0,71
544,272;2,23;1,08;3,78;2,19;2,48;0,72
544,731;2,18;1,04;3,78;2,17;2,48;0,69
545,19;2,18;1,01;3,78;2,17;2,46;0,68
545,65;2,16;1,03;3,82;2,2;2,44;0,68
546,109;2,17;1,03;3,84;2,23;2,47;0,72
546,569;2,19;1,02;3,83;2,23;2,46;0,72
547,028;2,13;1;3,81;2,19;2,47;0,68
547,487;2,18;1,04;3,81;2,22;2,52;0,71
547,947;2,15;1,04;3,79;2,19;2,48;0,67
548,406;2,11;1;3,72;2,18;2,41;0,64
548,865;2,15;1,02;3,78;2,17;2,39;0,64
549,324;2,09;1,03;3,76;2,12;2,37;0,64
549,783;2,06;1,03;3,74;2,13;2,36;0,64
550,243;2,09;1,08;3,76;2,13;2,38;0,63
550,702;2,15;1,1;3,75;2,12;2,43;0,65
551,161;2,12;1,13;3,77;2,1;2,43;0,67
551,62;2,13;1,14;3,8;2,15;2,44;0,64
552,079;2,15;1,14;3,74;2,18;2,44;0,64
552,538;2,14;1,12;3,73;2,14;2,44;0,67
552,997;2,14;1,08;3,71;2,14;2,44;0,66
553,456;2,13;1,06;3,74;2,15;2,46;0,62
553,915;2,15;1,07;3,76;2,14;2,49;0,63
554,374;2,18;1,07;3,79;2,17;2,48;0,64
554,833;2,22;1,1;3,79;2,19;2,49;0,64
555,292;2,21;1,08;3,78;2,18;2,44;0,65
555,75;2,16;1,07;3,79;2,13;2,43;0,66
556,209;2,14;1;3,71;2,11;2,41;0,59
556,668;2,14;0,97;3,68;2,03;2,4;0,59
557,127;2,16;1,01;3,71;2,02;2,42;0,64
557,585;2,19;1,01;3,73;2,02;2,39;0,61
558,044;2,21;1,03;3,79;2,02;2,39;0,61
558,503;2,24;1,08;3,84;2,07;2,43;0,66
558,961;2,23;1,08;3,89;2,07;2,42;0,67
559,42;2,23;1,1;3,91;2,1;2,45;0,66
559,879;2,25;1,1;3,96;2,12;2,48;0,67
560,337;2,28;1,1;3,96;2,13;2,51;0,69
560,796;2,31;1,08;3,96;2,15;2,48;0,68
561,254;2,34;1,11;3,97;2,2;2,47;0,71
561,713;2,33;1,13;3,99;2,22;2,44;0,71
562,171;2,3;1,09;4;2,2;2,42;0,67
562,63;2,25;1,1;3,98;2,2;2,42;0,67
563,088;2,25;1,07;3,99;2,19;2,44;0,68
563,547;2,26;1,06;3,95;2,13;2,45;0,68
564,005;2,27;1,06;3,89;2,13;2,44;0,68
564,463;2,31;1,06;3,9;2,13;2,45;0,69
564,922;2,35;1,03;3,9;2,12;2,44;0,7
565,38;2,34;0,99;3,85;2,12;2,46;0,68
565,838;2,37;1,04;3,95;2,16;2,5;0,67
566,296;2,39;1,08;4,04;2,16;2,57;0,68
566,755;2,43;1,09;4,1;2,18;2,63;0,7
567,213;2,48;1,11;4,15;2,23;2,69;0,73
567,671;2,52;1,09;4,2;2,3;2,77;0,75
568,129;2,57;1,12;4,25;2,35;2,8;0,75
568,587;2,59;1,14;4,32;2,43;2,82;0,74
569,045;2,64;1,15;4,38;2,49;2,87;0,72
569,503;2,68;1,15;4,45;2,53;2,89;0,73
569,961;2,69;1,16;4,51;2,54;2,9;0,73
570,419;2,68;1,18;4,57;2,56;2,91;0,75
570,877;2,69;1,18;4,58;2,58;2,95;0,77
571,335;2,71;1,19;4,61;2,61;2,95;0,77
571,793;2,71;1,19;4,61;2,62;2,95;0,77
572,251;2,72;1,18;4,65;2,65;2,96;0,76
572,709;2,75;1,21;4,7;2,66;2,98;0,77
573,167;2,74;1,2;4,73;2,66;3;0,77
573,624;2,76;1,21;4,76;2,66;3,04;0,8
574,082;2,77;1,21;4,81;2,69;3,09;0,83
574,54;2,77;1,23;4,84;2,69;3,13;0,84
574,998;2,76;1,23;4,84;2,71;3,16;0,83
575,455;2,79;1,26;4,87;2,74;3,2;0,84
575,913;2,8;1,27;4,91;2,74;3,21;0,84
576,371;2,81;1,25;4,94;2,74;3,24;0,84
576,828;2,8;1,25;4,97;2,75;3,25;0,82
577,286;2,84;1,27;5,01;2,75;3,29;0,83
577,743;2,84;1,29;5,02;2,78;3,3;0,83
578,201;2,86;1,31;5,03;2,8;3,31;0,84
578,659;2,89;1,31;5,03;2,82;3,3;0,84
579,116;2,88;1,32;5,02;2,8;3,29;0,84
579,573;2,88;1,3;4,98;2,81;3,28;0,83
580,031;2,89;1,3;5;2,8;3,29;0,83
580,488;2,9;1,3;4,99;2,79;3,29;0,83
580,946;2,9;1,29;4,97;2,77;3,28;0,82
581,403;2,9;1,29;4,95;2,77;3,28;0,81
581,86;2,93;1,33;4,94;2,81;3,32;0,84
582,318;2,92;1,32;4,92;2,81;3,29;0,85
582,775;2,89;1,29;4,91;2,79;3,27;0,83
583,232;2,9;1,3;4,91;2,81;3,29;0,83
583,689;2,89;1,31;4,93;2,8;3,29;0,84
584,147;2,87;1,31;4,9;2,78;3,26;0,82
584,604;2,89;1,31;4,89;2,76;3,27;0,82
585,061;2,91;1,31;4,91;2,76;3,27;0,83
585,518;2,86;1,3;4,9;2,73;3,24;0,8
585,975;2,85;1,3;4,87;2,73;3,24;0,78
586,432;2,85;1,3;4,88;2,74;3,23;0,8
586,889;2,82;1,29;4,85;2,71;3,2;0,8
587,346;2,8;1,28;4,8;2,68;3,16;0,8
587,803;2,81;1,29;4,76;2,65;3,16;0,81
588,26;2,79;1,3;4,72;2,62;3,14;0,81
588,717;2,79;1,26;4,69;2,59;3,11;0,79
589,174;2,8;1,26;4,74;2,6;3,09;0,8
589,631;2,77;1,27;4,74;2,63;3,09;0,79
590,088;2,77;1,28;4,72;2,63;3,05;0,79
590,545;2,79;1,29;4,74;2,68;3,04;0,8
591,001;2,81;1,28;4,77;2,71;3,03;0,81
591,458;2,84;1,28;4,74;2,69;3,03;0,82
591,915;2,83;1,26;4,71;2,66;3;0,8
592,372;2,83;1,28;4,7;2,68;3,03;0,78
592,828;2,87;1,29;4,74;2,69;3,02;0,8
593,285;2,85;1,28;4,7;2,67;3;0,78
593,742;2,84;1,28;4,68;2,67;2,99;0,79
594,198;2,84;1,28;4,66;2,68;3,01;0,79
594,655;2,84;1,28;4,64;2,65;3,02;0,78
595,111;2,84;1,28;4,64;2,66;3,03;0,78
595,568;2,87;1,26;4,63;2,67;3,07;0,8
596,024;2,86;1,29;4,63;2,68;3,13;0,82
596,481;2,84;1,3;4,67;2,7;3,13;0,8
596,937;2,85;1,31;4,68;2,72;3,15;0,78
597,394;2,87;1,32;4,73;2,77;3,18;0,8
597,85;2,85;1,32;4,75;2,77;3,17;0,79
598,306;2,88;1,3;4,81;2,79;3,18;0,8
598,763;2,86;1,31;4,8;2,82;3,19;0,78
599,219;2,86;1,3;4,79;2,77;3,17;0,77
599,675;2,82;1,28;4,78;2,75;3,13;0,78
600,132;2,79;1,26;4,76;2,72;3,13;0,76
600,588;2,79;1,28;4,78;2,69;3,1;0,76
601,044;2,8;1,26;4,77;2,67;3,06;0,75
601,5;2,79;1,25;4,73;2,64;3,03;0,74
601,956;2,82;1,25;4,79;2,64;3,02;0,76
602,413;2,77;1,24;4,75;2,59;3;0,74
602,869;2,76;1,23;4,73;2,61;3;0,74
603,325;2,77;1,23;4,73;2,6;3,04;0,73
603,781;2,79;1,22;4,73;2,6;3,04;0,73
604,237;2,8;1,23;4,72;2,6;3,06;0,74
604,693;2,83;1,25;4,76;2,63;3,08;0,75
605,149;2,85;1,28;4,76;2,67;3,08;0,76
605,605;2,86;1,29;4,74;2,69;3,07;0,77
606,061;2,86;1,3;4,75;2,68;3,05;0,76
606,516;2,85;1,3;4,76;2,69;3,04;0,76
606,972;2,82;1,28;4,71;2,65;3,04;0,76
607,428;2,84;1,29;4,7;2,63;3,01;0,76
607,884;2,84;1,29;4,68;2,6;2,99;0,75
608,34;2,81;1,3;4,65;2,56;2,93;0,74
608,796;2,8;1,29;4,6;2,53;2,88;0,73
609,251;2,77;1,28;4,56;2,52;2,87;0,7
609,707;2,78;1,27;4,54;2,5;2,83;0,69
610,163;2,77;1,25;4,56;2,46;2,83;0,69
610,618;2,75;1,25;4,54;2,43;2,84;0,67
611,074;2,76;1,23;4,53;2,44;2,85;0,67
611,529;2,77;1,25;4,53;2,46;2,89;0,68
611,985;2,81;1,27;4,57;2,5;2,88;0,69
612,441;2,83;1,26;4,59;2,53;2,92;0,68
612,896;2,84;1,26;4,59;2,53;2,91;0,69
613,352;2,87;1,29;4,59;2,54;2,91;0,71
613,807;2,87;1,3;4,58;2,53;2,9;0,68
614,262;2,89;1,3;4,6;2,56;2,88;0,7
614,718;2,87;1,3;4,55;2,55;2,87;0,69
615,173;2,84;1,3;4,46;2,52;2,83;0,69
615,629;2,81;1,28;4,42;2,5;2,79;0,67
616,084;2,8;1,27;4,35;2,46;2,73;0,66
616,539;2,77;1,24;4,28;2,39;2,68;0,65
616,994;2,72;1,22;4,2;2,33;2,63;0,64
617,45;2,69;1,19;4,16;2,31;2,58;0,62
617,905;2,67;1,19;4,14;2,3;2,58;0,63
618,36;2,66;1,19;4,13;2,31;2,59;0,64
618,815;2,65;1,19;4,14;2,33;2,6;0,66
619,27;2,63;1,18;4,14;2,3;2,6;0,66
619,725;2,63;1,16;4,15;2,27;2,59;0,66
620,181;2,63;1,13;4,16;2,3;2,59;0,66
620,636;2,64;1,14;4,17;2,33;2,62;0,68
621,091;2,63;1,14;4,17;2,33;2,64;0,69
621,546;2,63;1,15;4,19;2,36;2,64;0,68
622,001;2,62;1,14;4,18;2,35;2,64;0,67
622,456;2,62;1,16;4,19;2,34;2,64;0,69
622,91;2,59;1,16;4,17;2,33;2,63;0,68
623,365;2,52;1,12;4,12;2,28;2,59;0,64
623,82;2,49;1,07;4,09;2,25;2,57;0,65
624,275;2,47;1,07;4,05;2,25;2,57;0,64
624,73;2,44;1,08;4,01;2,28;2,56;0,63
625,185;2,46;1,11;4;2,27;2,58;0,62
625,639;2,4;1,09;3,96;2,25;2,54;0,6
626,094;2,39;1,07;3,93;2,19;2,5;0,57
626,549;2,39;1,05;3,9;2,16;2,48;0,56
627,004;2,39;1,07;3,9;2,17;2,48;0,59
627,458;2,39;1,06;3,84;2,16;2,44;0,56
627,913;2,41;1,06;3,82;2,15;2,42;0,53
628,367;2,46;1,06;3,79;2,15;2,44;0,54
628,822;2,47;1,09;3,78;2,14;2,42;0,54
629,277;2,47;1,11;3,78;2,15;2,4;0,54
629,731;2,49;1,1;3,76;2,1;2,4;0,53
630,186;2,48;1,07;3,72;2,07;2,34;0,53
630,64;2,47;1,09;3,7;2,01;2,3;0,54
631,094;2,48;1,1;3,68;2,02;2,28;0,53
631,549;2,49;1,1;3,68;2,03;2,27;0,55
632,003;2,47;1,08;3,62;2;2,26;0,53
632,458;2,45;1,06;3,62;1,99;2,28;0,55
632,912;2,43;0,99;3,62;1,97;2,26;0,56
633,366;2,43;1,01;3,62;2;2,24;0,58
633,82;2,42;0,98;3,57;1,99;2,23;0,57
634,275;2,41;0,97;3,51;1,94;2,21;0,57
634,729;2,38;0,97;3,47;1,94;2,17;0,59
635,183;2,37;0,99;3,48;1,93;2,15;0,6
635,637;2,38;0,98;3,47;1,94;2,18;0,59
636,091;2,35;0,99;3,49;1,97;2,21;0,6
636,546;2,33;1,03;3,49;1,98;2,17;0,62
637;2,36;1,04;3,49;1,99;2,16;0,64
637,454;2,31;1,03;3,42;1,97;2,1;0,61
637,908;2,31;1,05;3,36;1,95;2,08;0,61
638,362;2,28;1,05;3,34;1,9;2,08;0,59
638,816;2,29;1,07;3,35;1,9;2,04;0,57
639,27;2,32;1,07;3,39;1,9;2,01;0,56
639,724;2,35;1,09;3,44;1,91;2,04;0,55
640,177;2,32;1,06;3,4;1,91;2,01;0,53
640,631;2,29;1,02;3,41;1,88;1,96;0,5
641,085;2,3;1,03;3,4;1,87;1,93;0,5
641,539;2,28;1;3,38;1,84;1,95;0,48
641,993;2,24;0,96;3,39;1,8;1,92;0,44
642,447;2,27;0,97;3,44;1,83;1,93;0,45
642,9;2,23;0,99;3,45;1,81;1,9;0,45
643,354;2,2;0,99;3,46;1,82;1,86;0,44
643,808;2,18;0,97;3,47;1,8;1,89;0,44
644,261;2,18;0,99;3,48;1,81;1,93;0,47
644,715;2,18;0,99;3,48;1,8;1,95;0,5
645,168;2,17;0,99;3,47;1,81;1,99;0,49
645,622;2,21;1,03;3,49;1,83;2,04;0,54
646,076;2,22;1,06;3,51;1,86;2,07;0,6
