"patch1","patch2","dS","dL"
"habit10.2","exp15.11",1.08089826782139,0.0592387
"habit10.2","exp16.11",1.19733482460313,0.1392874
"habit10.2","exp17.11",0.637746039551258,8.2334744
"habit10.2","exp18.11",0.526423934013863,0.2215656
"habit10.2","exp19.11",4.10274710555181,0.9879766
"habit10.2","exp20.11",0.946435454858216,0.0257032
"habit10.2","exp21.11",2.49641919248739,4.9591246
"habit10.2","exp22.11",1.35703395481883,7.0688913
"habit10.2","exp1.14",1.53051359573469,5.1943662
"habit10.2","exp2.14",3.78103999235513,4.6607477
"habit10.2","exp3.14",0.796176681598962,4.8092104
"habit10.2","exp4.14",1.77856232392231,4.477924
"habit10.2","exp5.14",2.91282031066573,6.949086
"habit10.2","exp6.14",0.329350101385403,6.5589865
"habit10.2","exp7.14",1.52728423035858,5.3344071
"habit10.2","exp8.14",2.41528800776,2.1634593
"habit10.2","exp9.14",0.444395931223068,1.8033137
"habit10.2","exp10.14",2.01337992194139,0.7065967
"habit10.2","exp11.14",1.03956401737129,0.4072482
"habit10.2","exp12.14",1.4127241183755,3.576688
"habit10.2","exp13.14",0.650432360902795,4.0328593
"habit10.2","exp14.14",1.46820363481004,8.0847813
"habit10.2","exp15.14",2.37794853676029,2.7753193
"habit10.2","exp16.14",1.22364572675969,1.1451333
"habit10.2","exp17.14",2.88388595050494,5.0915984
"habit10.2","exp18.14",0.863660494084251,5.2721678
"habit10.2","exp19.14",1.28195217377806,5.7384597
"habit10.2","exp20.14",0.654227066658176,0.6139812
"habit10.2","exp21.14",1.91781611588779,4.1962096
"habit10.2","exp22.14",3.82647387360662,3.4092298
"habit11.2","habit12.2",1.83337057103663,5.0879022
"habit11.2","habit13.2",1.31907200558445,6.2281234
"habit11.2","habit14.2",3.14309321814309,0.3049947
"habit11.2","habit15.2",1.68348900750655,7.6740706
"habit11.2","habit16.2",2.34280568099453,6.9948048
"habit11.2","habit17.2",0.343372546656194,16.2218977
"habit11.2","habit18.2",1.87359700891498,2.3896678
"habit11.2","habit19.2",0.639455348708047,2.728892
"habit11.2","habit20.2",1.02868606602715,7.389682
"habit11.2","habit21.2",1.45117244787539,10.4122373
"habit11.2","habit22.2",1.13718397850544,10.1625137
"habit11.2","habit1.3",1.7510446069416,9.0721642
"habit11.2","habit2.3",2.2086703945122,7.6506116
"habit11.2","habit3.3",3.14839955820537,16.7932348
"habit11.2","habit4.3",1.98988905890537,12.4885709
"habit11.2","habit5.3",1.39197354906573,8.8916534
"habit11.2","habit6.3",1.11293721054214,9.9067112
"habit11.2","habit7.3",2.03183738854249,7.6265977
"habit11.2","habit8.3",1.49846337640202,8.5135414
"habit11.2","habit9.3",3.16641742253779,2.5193974
"habit11.2","habit10.3",2.41334540092162,8.2619316
"habit11.2","habit11.3",2.02908512938077,7.3874647
"habit11.2","habit12.3",1.55402785681348,12.2119802
"habit11.2","habit13.3",0.815681823477826,6.3392571
"habit11.2","habit14.3",1.67208616502696,5.1551369
"habit11.2","habit15.3",0.853233654115005,10.7789755
"habit11.2","habit16.3",1.2419045795054,9.6972446
"habit11.2","habit17.3",1.42177139330179,16.0321729
"habit11.2","habit18.3",0.495552051453918,9.2090179
"habit11.2","habit19.3",1.66004145688196,10.6067051
"habit11.2","habit20.3",0.838924540559857,7.0948455
"habit11.2","habit21.3",2.53848867018234,10.5226543
"habit11.2","habit22.3",0.27388512915075,8.8489145
"habit11.2","habit1.4",1.57151519159706,9.9167422
"habit11.2","habit2.4",1.5315524299328,5.91421
"habit11.2","habit3.4",3.5263015732987,9.9309737
"habit11.2","habit4.4",0.47948678295653,5.0144325
"habit11.2","habit5.4",0.896254163719828,10.0162351
"habit11.2","habit6.4",1.15843988605554,10.395491
"habit11.2","habit7.4",2.39612730332262,8.0868408
"habit11.2","habit8.4",1.53444614667684,11.4529048
"habit11.2","habit9.4",0.955152401015637,9.4095031
"habit11.2","habit10.4",1.47793459411523,7.1784445
"habit11.2","habit11.4",1.69464183700452,5.6004883
"habit11.2","habit12.4",0.773658837329648,11.6226986
"habit11.2","habit13.4",1.27722739877247,11.9975647
"habit11.2","habit14.4",1.65918248325051,7.3570135
"habit11.2","habit15.4",1.6272135267559,10.0348715
"habit11.2","habit16.4",1.15404319415561,9.492904
"habit11.2","habit17.4",1.53530607114413,10.3514769
"habit11.2","habit18.4",0.678020763583773,8.4112886
"habit11.2","habit19.4",0.7066074812794,9.3389931
"habit11.2","habit20.4",0.439775495313401,10.9628924
"habit11.2","habit21.4",1.22426314164977,12.9519686
"habit11.2","habit22.4",1.79444745609686,14.0395278
"habit11.2","exp1.7",0.974927017979889,12.159129
"habit11.2","exp2.7",2.38991909121815,4.4171222
"habit11.2","exp3.7",1.71676425734942,16.2606511
"habit11.2","exp4.7",0.688294728999727,12.6838854
"habit11.2","exp5.7",3.13899913426259,20.1853207
"habit11.2","exp6.7",2.29546854492074,15.4102062
"habit11.2","exp7.7",1.7825459523858,13.5596421
"habit11.2","exp8.7",2.89685499980417,14.1403341
"habit11.2","exp9.7",0.764777977370013,11.9880592
"habit11.2","exp10.7",3.34006493966656,10.2045678
"habit11.2","exp11.7",1.0381828713225,10.9802255
"habit11.2","exp12.7",2.68426412872047,14.1727846
"habit11.2","exp13.7",2.23829879628684,11.6282402
"habit11.2","exp14.7",2.40580550475869,8.7454902
"habit11.2","exp15.7",2.5247323744718,9.5677533
"habit11.2","exp16.7",0.574854270108815,6.7409872
"habit11.2","exp17.7",0.946657826811629,14.9364939
"habit11.2","exp18.7",2.01465891954659,5.5755014
"habit11.2","exp19.7",1.43091453889513,10.6477793
"habit11.2","exp20.7",1.1956638796186,5.5280741
"habit11.2","exp21.7",1.6259344749906,13.5602442
"habit11.2","exp22.7",1.25643064701675,9.2887607
"habit11.2","exp1.8",1.17410681421179,14.9027867
"habit11.2","exp2.8",2.53898506339267,5.5146506
"habit11.2","exp3.8",1.95899793308287,15.1844371
"habit11.2","exp4.8",0.808032724271667,10.7261869
"habit11.2","exp5.8",0.738806318814056,13.7396488
"habit11.2","exp6.8",2.41992981964253,14.7263818
"habit11.2","exp7.8",1.35953663239562,8.7357742
"habit11.2","exp8.8",1.15745322434278,9.5673506
"habit11.2","exp9.8",0.575107610358711,13.1278973
"habit11.2","exp10.8",2.54638411446901,7.7948958
"habit11.2","exp11.8",1.88926376796441,5.1409949
"habit11.2","exp12.8",1.35673173464294,14.351539
"habit11.2","exp13.8",0.827325373234372,8.4077123
"habit11.2","exp14.8",1.79982758858892,8.3350685
"habit11.2","exp15.8",1.38798653605967,12.1403088
"habit11.2","exp16.8",1.38273868205554,6.8169476
"habit11.2","exp17.8",0.306464688427699,14.5988253
"habit11.2","exp18.8",2.85388184796262,1.7580326
"habit11.2","exp19.8",1.46331082165699,5.7050955
"habit11.2","exp20.8",0.836999768970333,9.1801648
"habit11.2","exp21.8",1.39352537896566,10.3034875
"habit11.2","exp22.8",1.83708682628057,10.3450531
"habit11.2","exp1.9",0.876700222245463,16.030776
"habit11.2","exp2.9",4.03428103940735,1.7193708
"habit11.2","exp3.9",0.696734746901347,14.0022609
"habit11.2","exp4.9",1.04428124407407,13.0397178
"habit11.2","exp5.9",1.09162716339344,10.2146797
"habit11.2","exp6.9",1.02305599231844,13.1817542
"habit11.2","exp7.9",1.07696388781211,7.0686315
"habit11.2","exp8.9",1.37183849700497,10.3941283
"habit11.2","exp9.9",0.952632139995089,10.2692551
"habit11.2","exp10.9",3.2332142220201,10.3577671
"habit11.2","exp11.9",1.61792082718573,5.5033692
"habit11.2","exp12.9",0.47289909878361,11.6282221
"habit11.2","exp13.9",2.09184147157655,10.2774995
"habit11.2","exp14.9",3.33851574108252,3.2836473
"habit11.2","exp15.9",1.36144664371847,9.8850439
"habit11.2","exp16.9",1.03244146085311,7.9601043
"habit11.2","exp17.9",1.5105810516758,16.2139894
"habit11.2","exp18.9",1.30590681143574,3.4591035
"habit11.2","exp19.9",1.29020581455926,7.8322804
"habit11.2","exp20.9",2.23855197637686,7.7372574
"habit11.2","exp21.9",1.62972107914537,11.2773581
"habit11.2","exp22.9",1.27633029456094,10.256298
"habit11.2","exp1.10",2.83160952941561,18.3101645
"habit11.2","exp2.10",5.05875757922874,3.9956594
"habit11.2","exp3.10",3.0211348858291,17.30511
"habit11.2","exp4.10",1.63780954131488,15.0223821
"habit11.2","exp5.10",1.19372717725427,14.4081946
"habit11.2","exp6.10",1.73165753783114,14.0208465
"habit11.2","exp7.10",2.63053603902778,6.8534969
"habit11.2","exp8.10",1.83060843878382,9.7490016
"habit11.2","exp9.10",1.02822673802876,13.7064123
"habit11.2","exp10.10",3.13898927101781,6.9008096
"habit11.2","exp11.10",3.68248062899861,10.8225376
"habit11.2","exp12.10",1.83368107897935,13.8859661
"habit11.2","exp13.10",2.67409776987506,5.4603372
"habit11.2","exp14.10",3.71140498418697,1.9605625
"habit11.2","exp15.10",3.06751838669997,9.9607993
"habit11.2","exp16.10",1.45173645602846,9.5334295
"habit11.2","exp17.10",1.2721185522035,13.207309
"habit11.2","exp18.10",3.77443985553052,9.2762066
"habit11.2","exp19.10",3.65558583556268,1.7115692
"habit11.2","exp20.10",1.08882070295906,12.099392
"habit11.2","exp21.10",1.8670193806736,11.2031044
"habit11.2","exp22.10",1.34718065792825,10.2841959
"habit11.2","exp1.11",0.892594063731431,11.6915701
"habit11.2","exp2.11",3.66198683177619,1.3635865
"habit11.2","exp3.11",4.33605992439829,18.9065665
"habit11.2","exp4.11",2.71113691636902,12.8777679
"habit11.2","exp5.11",2.38825589078556,14.5362109
"habit11.2","exp6.11",0.791151298540744,12.1945067
"habit11.2","exp7.11",2.50827970067257,2.8116461
"habit11.2","exp8.11",4.623106096374,8.8923475
"habit11.2","exp9.11",1.65178861117277,9.467478
"habit11.2","exp10.11",3.36806664628628,5.2495771
"habit11.2","exp11.11",3.80336288611062,5.6084349
"habit11.2","exp12.11",1.59952084842159,11.3422482
"habit11.2","exp13.11",4.90658655544827,10.0793668
"habit11.2","exp14.11",2.38859401066483,1.4585565
"habit11.2","exp15.11",2.29670954121959,5.7391913
"habit11.2","exp16.11",2.36776289405445,5.8192399
"habit11.2","exp17.11",1.83537414939595,13.913427
"habit11.2","exp18.11",1.4947264928651,5.9015181
"habit11.2","exp19.11",5.24745999733087,4.6919759
"habit11.2","exp20.11",2.02898663483536,5.6542493
"habit11.2","exp21.11",3.68944203573154,10.6390771
"habit11.2","exp22.11",1.38443596456183,12.7488439
"habit11.2","exp1.14",0.580279580773877,10.8743187
"habit11.2","exp2.14",4.95997772603169,1.0192049
"habit11.2","exp3.14",2.00841733137462,10.4891629
"habit11.2","exp4.14",0.765602346030544,10.1578766
"habit11.2","exp5.14",1.80206844000228,12.6290386
"habit11.2","exp6.14",1.20513710988377,12.2389391
"habit11.2","exp7.14",2.54175138797599,0.3455455
"habit11.2","exp8.14",1.71958519686294,7.8434119
"habit11.2","exp9.14",1.31597490513481,3.8766388
"habit11.2","exp10.14",3.20387393144247,6.3865493
"habit11.2","exp11.14",2.26102474388022,5.2727044
"habit11.2","exp12.14",0.486368872436963,9.2566405
"habit11.2","exp13.14",1.73452368383605,1.6470933
"habit11.2","exp14.14",2.68215760020009,2.4048287
"habit11.2","exp15.14",1.87075390776117,2.9046332
"habit11.2","exp16.14",1.17435934218003,6.8250858
"habit11.2","exp17.14",1.76136466017532,10.771551
"habit11.2","exp18.14",2.00756315352454,0.4077848
"habit11.2","exp19.14",2.47579291368517,0.0585072
"habit11.2","exp20.14",1.29074143038148,6.2939338
"habit11.2","exp21.14",1.35336724673833,9.8761621
"habit11.2","exp22.14",4.98904510758594,9.0891824
"habit12.2","habit13.2",0.669218028878837,1.1402212
"habit12.2","habit14.2",1.4328152986044,4.7829075
"habit12.2","habit15.2",3.15973245347132,2.5861684
"habit12.2","habit16.2",0.543243762105309,1.9069026
"habit12.2","habit17.2",1.76920916287723,11.1339955
"habit12.2","habit18.2",3.50760087757089,2.6982344
"habit12.2","habit19.2",1.59070168205788,2.3590102
"habit12.2","habit20.2",0.807094174817827,2.3017798
"habit12.2","habit21.2",1.12340263486943,5.3243351
"habit12.2","habit22.2",1.1806810282381,5.0746115
"habit12.2","habit1.3",0.424654589451418,3.984262
"habit12.2","habit2.3",0.529958529868637,2.5627094
"habit12.2","habit3.3",1.36133663927313,11.7053326
"habit12.2","habit4.3",0.314447453601352,7.4006687
"habit12.2","habit5.3",0.767496701894872,3.8037512
"habit12.2","habit6.3",0.82923804754655,4.818809
"habit12.2","habit7.3",0.5139140155339,2.5386955
"habit12.2","habit8.3",0.377289100017411,3.4256392
"habit12.2","habit9.3",1.39907072079907,2.5685048
"habit12.2","habit10.3",0.723151434058652,3.1740294
"habit12.2","habit11.3",0.651266348926476,2.2995625
"habit12.2","habit12.3",0.479096645552358,7.124078
"habit12.2","habit13.3",2.38491153816091,1.2513549
"habit12.2","habit14.3",0.464141462534528,0.0672347
"habit12.2","habit15.3",1.29228403907085,5.6910733
"habit12.2","habit16.3",2.14014774230188,4.6093424
"habit12.2","habit17.3",0.459298598000862,10.9442707
"habit12.2","habit18.3",1.47879499988267,4.1211157
"habit12.2","habit19.3",0.610263214864651,5.5188028
"habit12.2","habit20.3",1.35022705920902,2.0069433
"habit12.2","habit21.3",0.85672852842627,5.4347521
"habit12.2","habit22.3",1.94888334736027,3.7610123
"habit12.2","habit1.4",0.800942992348834,4.82884
"habit12.2","habit2.4",0.702605325529664,0.8263078
"habit12.2","habit3.4",1.74914349993222,4.8430715
"habit12.2","habit4.4",1.88237047296563,0.0734697
"habit12.2","habit5.4",1.02988099440315,4.9283329
"habit12.2","habit6.4",0.745513659300833,5.3075888
"habit12.2","habit7.4",0.64474209689746,2.9989386
"habit12.2","habit8.4",0.809781230647624,6.3650026
"habit12.2","habit9.4",1.24133617271776,4.3216009
"habit12.2","habit10.4",0.416346534047882,2.0905423
"habit12.2","habit11.4",0.210761227245375,0.5125861
"habit12.2","habit12.4",1.30273450833399,6.5347964
"habit12.2","habit13.4",0.587193194691462,6.9096625
"habit12.2","habit14.4",0.256457713481917,2.2691113
"habit12.2","habit15.4",3.14897024868898,4.9469692
"habit12.2","habit16.4",0.718790686427542,4.4050018
"habit12.2","habit17.4",0.544019943919925,5.2635747
"habit12.2","habit18.4",1.90167702847164,3.3233864
"habit12.2","habit19.4",1.74067533447371,4.2510909
"habit12.2","habit20.4",1.93496637148588,5.8749902
"habit12.2","habit21.4",1.75967131392841,7.8640664
"habit12.2","habit22.4",0.298048160089271,8.9516256
"habit12.2","exp1.7",1.49955734662732,7.0712268
"habit12.2","exp2.7",0.581671718559932,0.67078
"habit12.2","exp3.7",1.04342587342085,11.1727489
"habit12.2","exp4.7",1.5522273539331,7.5959832
"habit12.2","exp5.7",1.38735532859718,15.0974185
"habit12.2","exp6.7",0.508791837871178,10.322304
"habit12.2","exp7.7",0.546227302617153,8.4717399
"habit12.2","exp8.7",1.23777403320668,9.0524319
"habit12.2","exp9.7",1.33741290507322,6.900157
"habit12.2","exp10.7",1.63594643089906,5.1166656
"habit12.2","exp11.7",1.4714075658131,5.8923233
"habit12.2","exp12.7",0.963870748597273,9.0848824
"habit12.2","exp13.7",0.464218756371803,6.540338
"habit12.2","exp14.7",0.672016425889206,3.657588
"habit12.2","exp15.7",4.14197815117336,4.4798511
"habit12.2","exp16.7",2.13133746044883,1.653085
"habit12.2","exp17.7",0.967717943370775,9.8485917
"habit12.2","exp18.7",0.440708197371181,0.4875992
"habit12.2","exp19.7",0.572680786194015,5.5598771
"habit12.2","exp20.7",1.33555410631148,0.4401719
"habit12.2","exp21.7",2.68518832692797,8.472342
"habit12.2","exp22.7",2.45746348466205,4.2008585
"habit12.2","exp1.8",0.980091951551727,9.8148845
"habit12.2","exp2.8",0.80958160806597,0.4267484
"habit12.2","exp3.8",0.293233467027027,10.0965349
"habit12.2","exp4.8",1.33374352357514,5.6382847
"habit12.2","exp5.8",2.28241358691706,8.6517466
"habit12.2","exp6.8",0.69059379547924,9.6384796
"habit12.2","exp7.8",0.776038194216975,3.647872
"habit12.2","exp8.8",1.9038908377471,4.4794484
"habit12.2","exp9.8",1.77642866456612,8.0399951
"habit12.2","exp10.8",0.811960070784676,2.7069936
"habit12.2","exp11.8",0.494701930705933,0.0530927
"habit12.2","exp12.8",0.527635715746281,9.2636368
"habit12.2","exp13.8",1.62784669368994,3.3198101
"habit12.2","exp14.8",0.435539956211986,3.2471663
"habit12.2","exp15.8",1.13203052931679,7.0524066
"habit12.2","exp16.8",2.84466997527522,1.7290454
"habit12.2","exp17.8",1.88435413269161,9.5109231
"habit12.2","exp18.8",4.5571568360352,6.8459348
"habit12.2","exp19.8",0.388081259961095,0.6171933
"habit12.2","exp20.8",1.93062266410853,4.0922626
"habit12.2","exp21.8",1.00902327233602,5.2155853
"habit12.2","exp22.8",3.48624097129771,5.2571509
"habit12.2","exp1.9",2.12077263101483,10.9428738
"habit12.2","exp2.9",2.31945641275324,3.3685314
"habit12.2","exp3.9",1.64482401116894,8.9143587
"habit12.2","exp4.9",1.02467611878939,7.9518156
"habit12.2","exp5.9",2.5732056713821,5.1267775
"habit12.2","exp6.9",2.6687792599409,8.093852
"habit12.2","exp7.9",1.19157019657926,1.9807293
"habit12.2","exp8.9",2.59305664896792,5.3062261
"habit12.2","exp9.9",1.1040627272731,5.1813529
"habit12.2","exp10.9",1.4791845691263,5.2698649
"habit12.2","exp11.9",0.34695534852842,0.415467
"habit12.2","exp12.9",1.75122713995863,6.5403199
"habit12.2","exp13.9",0.383324217397544,5.1895973
"habit12.2","exp14.9",1.64396315631384,1.8042549
"habit12.2","exp15.9",1.2032727463101,4.7971417
"habit12.2","exp16.9",1.41627928780158,2.8722021
"habit12.2","exp17.9",0.346966334574254,11.1260872
"habit12.2","exp18.9",0.726079713841847,1.6287987
"habit12.2","exp19.9",1.09348754938969,2.7443782
"habit12.2","exp20.9",0.46382466513272,2.6493552
"habit12.2","exp21.9",2.71327900311126,6.1894559
"habit12.2","exp22.9",1.77375178978593,5.1683958
"habit12.2","exp1.10",1.09987506682878,13.2222623
"habit12.2","exp2.10",3.36145553808609,1.0922428
"habit12.2","exp3.10",1.26271224888713,12.2172078
"habit12.2","exp4.10",0.308576401235206,9.9344799
"habit12.2","exp5.10",0.667790586903964,9.3202924
"habit12.2","exp6.10",0.529461303014665,8.9329443
"habit12.2","exp7.10",0.962327908998111,1.7655947
"habit12.2","exp8.10",2.12591788540874,4.6610994
"habit12.2","exp9.10",1.04326311303778,8.6185101
"habit12.2","exp10.10",1.40268636210666,1.8129074
"habit12.2","exp11.10",1.91827476226737,5.7346354
"habit12.2","exp12.10",0.357003527850161,8.7980639
"habit12.2","exp13.10",1.00925258640203,0.372435
"habit12.2","exp14.10",1.92718218096519,3.1273397
"habit12.2","exp15.10",1.31759689348579,4.8728971
"habit12.2","exp16.10",1.26444854822068,4.4455273
"habit12.2","exp17.10",2.87754596286459,8.1194068
"habit12.2","exp18.10",2.06043651773218,4.1883044
"habit12.2","exp19.10",1.90127923554568,3.376333
"habit12.2","exp20.10",1.1100016736703,7.0114898
"habit12.2","exp21.10",0.886293841054998,6.1152022
"habit12.2","exp22.10",2.37417622587272,5.1962937
"habit12.2","exp1.11",1.46522270086708,6.6036679
"habit12.2","exp2.11",1.8887105226563,3.7243157
"habit12.2","exp3.11",2.58849078905686,13.8186643
"habit12.2","exp4.11",0.970000133765518,7.7898657
"habit12.2","exp5.11",0.737417336097447,9.4483087
"habit12.2","exp6.11",1.15362548265134,7.1066045
"habit12.2","exp7.11",0.926406197497504,2.2762561
"habit12.2","exp8.11",2.87117510684964,3.8044453
"habit12.2","exp9.11",0.212582317002409,4.3795758
"habit12.2","exp10.11",1.68308184941545,0.1616749
"habit12.2","exp11.11",2.0693326063615,0.5205327
"habit12.2","exp12.11",0.517718214705803,6.254346
"habit12.2","exp13.11",3.16248615199968,4.9914646
"habit12.2","exp14.11",0.769868166246052,3.6293457
"habit12.2","exp15.11",0.505329691287666,0.6512891
"habit12.2","exp16.11",0.790473563687061,0.7313377
"habit12.2","exp17.11",0.342153233179625,8.8255248
"habit12.2","exp18.11",0.657885024762042,0.8136159
"habit12.2","exp19.11",3.59661282574898,0.3959263
"habit12.2","exp20.11",0.743280197993575,0.5663471
"habit12.2","exp21.11",1.98525446183728,5.5511749
"habit12.2","exp22.11",1.66104857524857,7.6609417
"habit12.2","exp1.14",2.08039533604414,5.7864165
"habit12.2","exp2.14",3.25400622615337,4.0686974
"habit12.2","exp3.14",0.197204026744331,5.4012607
"habit12.2","exp4.14",2.31598386242194,5.0699744
"habit12.2","exp5.14",3.44935935543724,7.5411364
"habit12.2","exp6.14",0.740081391956813,7.1510369
"habit12.2","exp7.14",1.22412378167343,4.7423567
"habit12.2","exp8.14",2.82484817338665,2.7555097
"habit12.2","exp9.14",0.687175470511405,1.2112634
"habit12.2","exp10.14",1.50933430004083,1.2986471
"habit12.2","exp11.14",0.488171098875608,0.1848022
"habit12.2","exp12.14",1.95854373491775,4.1687383
"habit12.2","exp13.14",0.497668275638774,3.4408089
"habit12.2","exp14.14",0.93763197243575,7.4927309
"habit12.2","exp15.14",2.74851958209422,2.183269
"habit12.2","exp16.14",1.58947617365899,1.7371836
"habit12.2","exp17.14",3.4235364998429,5.6836488
"habit12.2","exp18.14",0.544908887601531,4.6801174
"habit12.2","exp19.14",0.761177104492565,5.1464094
"habit12.2","exp20.14",0.933221749920319,1.2060316
"habit12.2","exp21.14",2.33320180268819,4.7882599
"habit12.2","exp22.14",3.31683686043077,4.0012802
"habit13.2","habit14.2",2.02278702063001,5.9231287
"habit13.2","habit15.2",2.5217001125743,1.4459472
"habit13.2","habit16.2",1.160741752134,0.7666814
"habit13.2","habit17.2",1.27684989808201,9.9937743
"habit13.2","habit18.2",2.87800908273925,3.8384556
"habit13.2","habit19.2",0.992937792214416,3.4992314
"habit13.2","habit20.2",0.471905857551574,1.1615586
"habit13.2","habit21.2",0.548682069968476,4.1841139
"habit13.2","habit22.2",0.528178984199961,3.9343903
"habit13.2","habit1.3",0.636929377075848,2.8440408
"habit13.2","habit2.3",1.16606669099836,1.4224882
"habit13.2","habit3.3",1.97414382520831,10.5651114
"habit13.2","habit4.3",0.873540562482455,6.2604476
"habit13.2","habit5.3",0.184376713930848,2.66353
"habit13.2","habit6.3",0.250536834206849,3.6785878
"habit13.2","habit7.3",0.900410117328404,1.3984743
"habit13.2","habit8.3",0.446142338425679,2.2854181
"habit13.2","habit9.3",1.91090736111329,3.708726
"habit13.2","habit10.3",1.19993529385157,2.0338082
"habit13.2","habit11.3",0.774187328748262,1.1593413
"habit13.2","habit12.3",0.290942339776541,5.9838568
"habit13.2","habit13.3",1.75950501734718,0.1111337
"habit13.2","habit14.3",0.513455027554125,1.0729865
"habit13.2","habit15.3",0.641343448084241,4.5508521
"habit13.2","habit16.3",1.48127365814197,3.4691212
"habit13.2","habit17.3",0.514765507613769,9.8040495
"habit13.2","habit18.3",0.886503526200859,2.9808945
"habit13.2","habit19.3",0.409667470650494,4.3785817
"habit13.2","habit20.3",0.701422315798699,0.8667221
"habit13.2","habit21.3",1.30189969151497,4.2945309
"habit13.2","habit22.3",1.38983764964626,2.6207911
"habit13.2","habit1.4",0.35491669761631,3.6886188
"habit13.2","habit2.4",0.941379159469738,0.3139134
"habit13.2","habit3.4",2.32847133880113,3.7028503
"habit13.2","habit4.4",1.27895111424438,1.2136909
"habit13.2","habit5.4",0.574353493015131,3.7881117
"habit13.2","habit6.4",0.204131291936567,4.1673676
"habit13.2","habit7.4",1.1806375571288,1.8587174
"habit13.2","habit8.4",0.334812529153022,5.2247814
"habit13.2","habit9.4",0.641862214931419,3.1813797
"habit13.2","habit10.4",0.424298157807339,0.9503211
"habit13.2","habit11.4",0.467255150312246,0.6276351
"habit13.2","habit12.4",0.713081561486875,5.3945752
"habit13.2","habit13.4",0.417744060671158,5.7694413
"habit13.2","habit14.4",0.426930970110463,1.1288901
"habit13.2","habit15.4",2.54294709434346,3.8067481
"habit13.2","habit16.4",0.219394522841813,3.2647806
"habit13.2","habit17.4",0.796874255434124,4.1233535
"habit13.2","habit18.4",1.25374526158416,2.1831652
"habit13.2","habit19.4",1.12575024529093,3.1108697
"habit13.2","habit20.4",1.3435193202302,4.734769
"habit13.2","habit21.4",1.10512366067915,6.7238452
"habit13.2","habit22.4",0.509253677420908,7.8114044
"habit13.2","exp1.7",0.841988812042118,5.9310057
"habit13.2","exp2.7",1.15214851516421,1.8110012
"habit13.2","exp3.7",0.633024068694437,10.0325277
"habit13.2","exp4.7",0.941961839108275,6.455762
"habit13.2","exp5.7",1.96126880514837,13.9571973
"habit13.2","exp6.7",1.12195208458797,9.1820828
"habit13.2","exp7.7",0.477455365048803,7.3315187
"habit13.2","exp8.7",1.6055717626619,7.9122107
"habit13.2","exp9.7",0.75163781250876,5.7599358
"habit13.2","exp10.7",2.26432185089732,3.9764444
"habit13.2","exp11.7",0.858146126973766,4.7521021
"habit13.2","exp12.7",1.44890001234907,7.9446612
"habit13.2","exp13.7",0.995545207833342,5.4001168
"habit13.2","exp14.7",1.32237569067779,2.5173668
"habit13.2","exp15.7",3.52784867246647,3.3396299
"habit13.2","exp16.7",1.59233010134402,0.5128638
"habit13.2","exp17.7",0.498650861926713,8.7083705
"habit13.2","exp18.7",0.818210712213979,0.652622
"habit13.2","exp19.7",0.183711054833926,4.4196559
"habit13.2","exp20.7",0.699024249737402,0.7000493
"habit13.2","exp21.7",2.03882334067348,7.3321208
"habit13.2","exp22.7",1.82237640020849,3.0606373
"habit13.2","exp1.8",0.317027202752148,8.6746633
"habit13.2","exp2.8",1.46587462187578,0.7134728
"habit13.2","exp3.8",0.679227644319949,8.9563137
"habit13.2","exp4.8",0.751263441801708,4.4980635
"habit13.2","exp5.8",1.71281646911547,7.5115254
"habit13.2","exp6.8",1.31363348876955,8.4982584
"habit13.2","exp7.8",0.188358835978554,2.5076508
"habit13.2","exp8.8",1.26691878299114,3.3392272
"habit13.2","exp9.8",1.30492859181857,6.8997739
"habit13.2","exp10.8",1.41937609488537,1.5667724
"habit13.2","exp11.8",0.595665205015002,1.0871285
"habit13.2","exp12.8",0.557762574980966,8.1234156
"habit13.2","exp13.8",0.993938670483877,2.1795889
"habit13.2","exp14.8",0.920991960792918,2.1069451
"habit13.2","exp15.8",0.532785608993797,5.9121854
"habit13.2","exp16.8",2.22898284222488,0.5888242
"habit13.2","exp17.8",1.36537194690362,8.3707019
"habit13.2","exp18.8",3.97351057867889,7.986156
"habit13.2","exp19.8",0.467002332552022,0.5230279
"habit13.2","exp20.8",1.28949372558168,2.9520414
"habit13.2","exp21.8",0.44247255943182,4.0753641
"habit13.2","exp22.8",2.89796445722336,4.1169297
"habit13.2","exp1.9",1.48103898735559,9.8026526
"habit13.2","exp2.9",2.9492520531152,4.5087526
"habit13.2","exp3.9",1.11664718206982,7.7741375
"habit13.2","exp4.9",0.456581614157833,6.8115944
"habit13.2","exp5.9",2.00604186435881,3.9865563
"habit13.2","exp6.9",2.09134014002164,6.9536308
"habit13.2","exp7.9",0.523027928042932,0.8405081
"habit13.2","exp8.9",1.96884775119281,4.1660049
"habit13.2","exp9.9",0.595456007111164,4.0411317
"habit13.2","exp10.9",2.07214752357575,4.1296437
"habit13.2","exp11.9",0.67121553720303,0.7247542
"habit13.2","exp12.9",1.21484842106084,5.4000987
"habit13.2","exp13.9",0.880854099521399,4.0493761
"habit13.2","exp14.9",2.27422878393499,2.9444761
"habit13.2","exp15.9",0.62834847427145,3.6569205
"habit13.2","exp16.9",0.75042936863552,1.7319809
"habit13.2","exp17.9",0.522361004503866,9.985866
"habit13.2","exp18.9",0.0655019387011891,2.7690199
"habit13.2","exp19.9",0.512109301212711,1.604157
