"wl","X1.7","X2.7","X3.7","X4.7","X5.7","X6.7","X7.7","X8.7","X9.7","X10.7","X11.7","X12.7","X13.7","X14.7","X15.7","X16.7","X17.7","X18.7","X19.7","X20.7","X21.7","X22.7"
300,1.70563883892523,1.50281911967456,4.21366336865847,1.49496292389821,7.94239071481551,5.24660566497615,3.35851617734731,5.87968307275845,1.42217824013886,4.45605721776835,2.45953241904502,4.50440907436766,4.18264531368418,2.78892986044336,0.581845452409922,1.40046726977299,3.27221626392955,2.08171916710858,2.44727702542405,1.57533286217418,2.16851032121058,0.916385337755944
301,1.80033712429956,1.54284612990405,4.34057731639217,1.6089568600952,8.27848828222019,5.34046875171436,3.47945267600493,5.95304615186951,1.52808329032537,4.49234212599707,2.5053658874352,4.63841933200233,4.2151560760414,2.83575509678803,0.621073929291793,1.41664917425486,3.35811772545506,2.09079064177255,2.5092106399248,1.59667650434572,2.24596566486171,0.976696362867524
302,1.89293729987832,1.58204333041827,4.46457062079118,1.72029759282756,8.60627615411065,5.43226919615037,3.59726411283378,6.02466401437632,1.63161179084885,4.52780836094593,2.55008810066656,4.76912440832482,4.24697311447474,2.88153972435551,0.661479702838377,1.4324577785067,3.44382681440372,2.09977221776521,2.56976693910359,1.61752399052766,2.32147619741399,1.03832151918256
303,1.9834670976244,1.62042554250083,4.5856988168634,1.82899699094898,8.92583930824961,5.52204913983887,3.71195166220107,6.0945586446661,1.73280353763028,4.56248021236459,2.59369376468674,4.89654727899582,4.27813282662788,2.92630064045187,0.701134355300958,1.44790600129531,3.52762551208836,2.10936290313682,2.62897756705286,1.63789686903856,2.39505095339692,1.10495532188134
304,2.07195424950069,1.66267704557347,4.70401743961671,1.9350669233131,9.23726272239981,5.6098507243346,3.82351649847404,6.16275202712606,1.83169832659066,4.59638197000272,2.63617758544338,5.020710919676,4.30867161014447,2.97005474238313,0.740062294453186,1.46300676138744,3.60955085993049,2.12103081845303,2.68687416786507,1.65781668819698,2.46669896734002,1.17004668356467
305,2.15842648747006,1.70518292464408,4.81958202405901,2.0385192587736,9.54063137432397,5.69571609119227,3.93195979601991,6.22926614614342,1.92833595365096,4.62953792360998,2.67753426888414,5.14163830602606,4.33862586266819,3.01281892745534,0.778287928068708,1.47777297754989,3.68963989935166,2.13261007101687,2.74348838563265,1.67730499632149,2.53642927377282,1.23361772740583
306,2.24291154349542,1.74677311527736,4.93244810519817,2.13936586618415,9.8360302417848,5.77968738196659,4.03728272920591,6.29412298610541,2.02275621473217,4.66197236293604,2.71775852095665,5.25935241370667,4.36803198184271,3.05461009297455,0.815835663921171,1.49221756854941,3.76792967177339,2.14411353595702,2.79885186444807,1.69638334173066,2.60425090722482,1.29569057657808
307,2.32543714953963,1.78746357429641,5.04267121804208,2.23761861439841,10.123544302545,5.86180673821227,4.13948647239928,6.35734453139924,2.11499890575527,4.69370957773056,2.75684504760856,5.37387621837853,4.39692636531168,3.0954451362468,0.852729909784226,1.50635345315279,3.84445721861722,2.1555540884022,2.85299624840377,1.71507327274305,2.67017290222555,1.35628735425471
308,2.4060310375656,1.82727025852432,5.15030689759863,2.33328937227005,10.4032585343674,5.94211630148404,4.23857219996725,6.41895276641212,2.20510382264126,4.72477385774321,2.79478855478753,5.4852326957023,4.42534541071878,3.13534095457812,0.888995073431519,1.5201935501268,3.91925958130468,2.1669446034811,2.9059531815922,1.73339633767722,2.73420429330452,1.41543018360899
309,2.48472093953619,1.86620912478421,5.25541067887571,2.42639000865273,10.6752579150147,6.0206582133366,4.33454108627703,6.47896967553128,2.29311076131112,4.75518949272366,2.83158374844118,5.59344482133869,4.45332551570768,3.17431444527456,0.9246555626367,1.53375077823821,3.99237380125731,2.1782979563224,2.95775430810581,1.75137408485174,2.79635411499125,1.47314118781418
310,2.5615345874143,1.90429612989917,5.3580380968812,2.51693239240013,10.9396274222495,6.09747461532468,4.42739430569587,6.53741724314394,2.37905951768583,4.78498077242158,2.86722533451717,5.69853557094837,4.48090307792203,3.21238250564217,0.959735785173415,1.5470380562538,4.06383691989665,2.19016887085864,3.00843127203705,1.76902806258518,2.85663140181526,1.52944249004357
311,2.63649971316282,1.94154723069231,5.458244686623,2.60492839236591,11.1964520338346,6.17260764900298,4.51713303259099,6.5943174536373,2.46298988768638,4.81417198658662,2.90170801896314,5.80052792019202,4.50811449500551,3.24956203298699,0.994260148815313,1.56006830294035,4.13368597864421,2.20445802432476,3.05801571747837,1.7863798191961,2.91504518830607,1.58435621347042
312,2.70964404874463,1.97797838398673,5.55608598310898,2.69038987740373,11.4458167275327,6.24609945592623,4.60375844132961,6.6496922913986,2.54494166723375,4.84278742496846,2.93502650772674,5.89944484473034,4.53499616460178,3.28586992461505,1.02825306133604,1.57285443706463,4.20195801892155,2.21866390732916,3.10653928852222,1.80345090300306,2.9716045089932,1.63790448126802
313,2.78090718036803,2.01358265359208,5.6514691526058,2.77323233254611,11.6874550552342,6.3178983643445,4.687167429908,6.70345925182704,2.62483369397578,4.87081041637366,2.96714766519603,5.99517267863448,4.56154200272484,3.32130942866556,1.06170364699375,1.58537582757752,4.26858763318499,2.2327891643242,3.15399502113265,1.82025828117747,3.02623285581054,1.69003602853431
314,2.85019159719731,2.04832722682031,5.7442214016797,2.85336622683953,11.9210000715426,6.38788862729276,4.76727340282293,6.75551218312312,2.70253002161268,4.89818510605614,2.99805375658728,6.08757859681001,4.58768412081379,3.3558546117346,1.09456058499548,1.59759285279515,4.33345634526821,2.24681286184618,3.20032236737459,1.8367792579962,3.0788522051379,1.74066998782688
315,2.91746938562926,2.08218924574799,5.83427832578798,2.93079590515861,12.1463860082906,6.4560162735031,4.84410229419242,6.80583759887603,2.77798827014399,4.92487700843659,3.02776258909042,6.17665683616925,4.61336620964996,3.38947859881357,1.12678761553826,1.60948994553215,4.39652159365875,2.26071316142938,3.24547259549174,1.85297588743596,3.12946931817359,1.78978407850844
316,2.98271263206072,2.1151458524517,5.92157552038792,3.00552571237796,12.3635470973111,6.5222273317076,4.91768003813447,6.85442201267495,2.85116605956929,4.95085163793572,3.05629196989537,6.26240163362449,4.63853196001469,3.42215451489385,1.1583484788191,1.62105153860312,4.45774081684417,2.27446822460803,3.28939697372785,1.8688102234735,3.17809095611596,1.83735601994173
317,3.04589342288849,2.14717418900799,6.00604858093683,3.07755999337222,12.5724175704366,6.58646783063833,4.98803256876711,6.90125193810904,2.92202100988811,4.9760745089742,3.08365970619207,6.34480722608802,4.66312506268931,3.45385548496684,1.18920691503501,1.63226206482271,4.51707145331199,2.28805621291641,3.33204677032662,1.88424432008555,3.22472388016333,1.88336353148945
318,3.1069838445094,2.17825139749344,6.08763310289198,3.14690309301601,12.7729316594998,6.64868379902738,5.05518582020835,6.9463138887675,2.99051074110001,5.00051113597274,3.10988360517046,6.42386785047215,4.68708920845515,3.48455463402391,1.219326664383,1.64310595700551,4.57447094154977,2.30145528788877,3.37337325353179,1.89924023124885,3.26937485151402,1.92778433251433
319,3.16595598332025,2.2083546199846,6.16626468171066,3.21355935618394,12.9650235963336,6.70882126560681,5.11916572657621,6.98959437823948,3.05659287320454,5.02412703335203,3.13498147402046,6.49957774368917,4.71036808809356,3.51422508705645,1.2486714670601,1.65356764796617,4.62989672004505,2.31464361105937,3.41332769158709,1.91376001094012,3.31205063136638,1.97059614237908
320,3.22278192571787,2.23746099855806,6.24187891285018,3.27753312775063,13.1486276127707,6.76682625910872,5.1799982219887,7.03107992011417,3.12022502620126,5.04688771553275,3.158971119932,6.57193114265139,4.73290539238585,3.54283996905586,1.27720506326331,1.6636315705193,4.68330622728538,2.32759934396246,3.45186135273623,1.9277657131361,3.35275798091873,2.01177668044642
321,3.27743375809907,2.26554767529037,6.31441139176782,3.33882875259072,13.3236779406437,6.82264480826518,5.23770924056384,7.07075702798076,3.18136482008971,5.06875869693561,3.18187035009502,6.6409222842711,4.75464481211338,3.57037240501351,1.30489119318965,1.67328215747952,4.73465690175828,2.34030064813231,3.48892550522295,1.94121939181353,3.3915036613694,2.05130366607908
322,3.32988356686067,2.2925917922581,6.38379771392087,3.39745057557881,13.4901088117853,6.87622294180827,5.29232471641964,7.1086122154284,3.23996987486946,5.08970549198129,3.20369697169944,6.70654540546061,4.77553003805747,3.5967955199208,1.33169359703614,1.68250384166145,4.78390618195132,2.35272568510317,3.52447141729097,1.95408310094914,3.42829443391673,2.08915481863976
