"wl.11","X1.11","X2.11","X3.11","X4.11","X5.11","X6.11","X7.11","X8.11","X9.11","X10.11","X11.11","X12.11","X13.11","X14.11","X15.11","X16.11","X17.11","X18.11","X19.11","X20.11","X21.11","X22.11"
300,1.5433365178943,1.51819154759735,13.3712242948364,3.88221186443104,1.49617281579193,0.956131932139785,1.36050367963542,5.32347946464754,1.91097477809797,2.03023975107449,2.81976107050211,1.3256702737921,6.38768491517972,1.18476371387085,1.95241902973381,1.6144521712508,2.6566040838173,1.84894245055602,2.95303882783974,1.19515249997634,4.29432897436138,3.04661314040331
301,1.64250011859747,1.56695432936977,13.5117146079205,4.00008208306909,1.75657246108612,1.08478953936146,1.40564294469313,5.37293152675029,1.99226750180018,2.09752868029251,2.86462590216371,1.45512004217522,6.43367387288022,1.21964773984958,1.99792327429944,1.67685852446749,2.79465540803817,1.86916452211343,3.02269369064009,1.25111420402839,4.39841944007637,3.10691528410807
302,1.7393336053321,1.61448351525583,13.6483155765689,4.11508501999186,2.01099566062391,1.21070513556616,1.44960624407492,5.42106577982126,2.07163557529065,2.16311487980456,2.90840784782935,1.58171690132936,6.47849925070913,1.25367856678682,2.04231602670974,1.73774047934864,2.92967654630609,1.88899183309857,3.0907164988913,1.30596143997195,4.49966190182451,3.16561892349813
303,1.83385292251145,1.66077424903828,13.7810496111291,4.22725185548382,2.25950651632918,1.33391831252968,1.49240430042048,5.46786547652169,2.14911017436242,2.2269989155551,2.95112040827159,1.70550327062983,6.52217865178346,1.28685693429637,2.0855965741988,1.79710466453825,3.06170633955767,1.90844683145966,3.1571261088741,1.3597197577514,4.59804987709068,3.22272567593754
304,1.9260740145488,1.70582167449987,13.9099391219485,4.33661376982942,2.50216913012577,1.45446866202782,1.53404783636946,5.51331386951282,2.22472247480856,2.28918135348859,2.99277708426304,1.82652156945192,6.56472967922024,1.31918358199205,2.12776420400069,1.85495770868035,3.19078362872951,1.92755196514496,3.2219413768692,1.41241470731107,4.69357688335976,3.27823715879036
305,2.01601282585741,1.74962093542335,14.0350065193743,4.4432019433131,2.73904760393755,1.57239577583637,1.57454757456154,5.55739421145587,2.29850365242212,2.3496627595495,3.03339137657627,1.94481421717094,6.60616993613648,1.35065924948765,2.16881820334951,1.91130624041894,3.31694725475823,1.94632968210269,3.28518115915734,1.46407183859534,4.78623643811663,3.33215498942064
306,2.10368530085055,1.79216717559148,14.156274213754,4.54704755621931,2.97020603968838,1.68773924573112,1.61391423763639,5.60008975501207,2.37048488299614,2.40844369968229,3.07297678598388,2.06042363316219,6.64651702564921,1.38128467639697,2.20875785947934,1.96615688839802,3.44023605858041,1.96480243028111,3.34686431201922,1.51471670154858,4.87602205884618,3.38448078519244
307,2.18910738394149,1.83345553878701,14.2737646154348,4.64818178883252,3.19570853930211,1.80053866348788,1.65215854823368,5.64138375284265,2.44069734232368,2.46552473983143,3.11154681325845,2.17339223680098,6.68578855087543,1.41106060233383,2.24758245962425,2.0195162812616,3.56068888113268,1.98299265762844,3.40700969173557,1.56437484611512,4.96292726303327,3.43521616346981
308,2.2722950195435,1.87348116879271,14.3875001347642,4.74663582143716,3.41561920470261,1.91083362088244,1.68929122899309,5.68125945760886,2.50917220619779,2.52090644594138,3.14911495917256,2.28376244746261,6.72400211493219,1.43998776691202,2.28529129101833,2.07139104765371,3.67834456335164,2.00092281209294,3.46563615458712,1.61307182223935,5.0469455681628,3.4843627416168
309,2.35326415206985,1.91223920939131,14.4975031820894,4.8424408343177,3.63000213781374,2.01866370969059,1.72532300255429,5.71970012197191,2.57594065041153,2.57458938395661,3.18569472449881,2.39157668452239,6.76117532093648,1.46806690974536,2.32188364089567,2.12178781621833,3.79324194617389,2.01861534162284,3.52276255685459,1.66083317986562,5.12807049171964,3.53192213699748
310,2.43203072593381,1.94972480436557,14.6037961677579,4.93562800775858,3.83892144055935,2.12406852168814,1.76026459155694,5.75668899859305,2.64103385075795,2.62657411982157,3.22129961000978,2.49687736735561,6.79732577200534,1.49529877044764,2.35735879649034,2.17071321559949,3.90541987053605,2.03609269416638,3.5784077548187,1.7076844689383,5.20629555118866,3.57789596697589
311,2.50861068554864,1.98593309749826,14.706401502117,5.02622852204425,4.0424412148633,2.22708764865087,1.79412671864073,5.7922093401335,2.7044829830301,2.67686121948074,3.25594311647806,2.59970691533758,6.83247107125578,1.52168408863268,2.39171604503643,2.21817387444119,4.01491717737471,2.0533773176718,3.63259060476018,1.75365123940173,5.28161426405476,3.6222858489161
312,2.58301997532762,2.02085923257211,14.805341595514,5.11427355745917,4.24062556264946,2.32776068235458,1.82692010644531,5.82624439925449,2.76631922302103,2.72545124887858,3.28963874467624,2.70010774784361,6.86662882180482,1.54722360391427,2.42495467376803,2.26417642138745,4.12177270762648,2.07049166008734,3.68532996295974,1.79875904120029,5.3540201478028,3.66509340018215
313,2.65519068401725,2.05448282508959,14.9004427168554,5.19966677151416,4.4332863477735,2.42599872773404,1.8586114714333,5.85874805351924,2.82650066966184,2.77228932595574,3.32238005489785,2.79804145177628,6.89978190851135,1.57189996310533,2.4570641363947,2.30864957376391,4.2258736319142,2.08743187369994,3.73661113474033,1.84302308508827,5.42342542195974,3.70626906592946
314,2.72503939848674,2.0867956312995,14.9915234227334,5.28227550983438,4.62015843186951,2.52165972227059,1.8891546181343,5.88971138177335,2.88493763784201,2.817329602037,3.35413848070765,2.89340275784255,6.93188544869393,1.59569755361026,2.48803705025706,2.35152318084726,4.3270597100599,2.10415585575854,3.78639000647939,1.88641216960144,5.48976971128755,3.74576945460098
315,2.79255881033339,2.11781100610412,15.0785945550236,5.36207648487581,4.80119041352895,2.61470350655994,1.91854090128852,5.91917343860166,2.94158962729216,2.86058619314301,3.38489433278504,2.98613380112431,6.96291539415912,1.61861972593005,2.51787744803568,2.39280556920806,4.42529866679904,2.12062867165441,3.83464130603936,1.92888222635635,5.55308764112368,3.78360542849209
316,2.85774161115454,2.14754230440576,15.1616669556018,5.4390464090944,4.97633089134328,2.70508992119777,1.94676167563615,5.94717327858899,2.99641613774289,2.90207321529443,3.41462792180939,3.07617671670343,6.99284769671346,1.64066983056571,2.54658936241117,2.43250506541687,4.52055822686708,2.13681538677879,3.88133976128266,1.97038918696957,5.61341383680556,3.81978784989816
317,2.92058049254749,2.17600288110671,15.2407514663438,5.51316199494613,5.14552846390398,2.79277880677978,1.97380829591738,5.97374995632015,3.04937666892482,2.9418047845119,3.4433195584601,3.16347363966181,7.02165830816352,1.66185121801823,2.57417682606411,2.47062999604424,4.61280611499944,2.15268106652296,3.92646010007173,2.01088898305763,5.67078292367062,3.85432758111459
318,2.98106814610956,2.20320609110925,15.3158589291252,5.58439995488696,5.3087317298025,2.87773000390166,1.99967211687242,5.99894252637999,3.10043072056856,2.97979501681609,3.47094955341656,3.24796670508132,7.04932318031584,1.68216723878863,2.60064387167511,2.50718868766073,4.70201005593159,2.16819077627816,3.96997705026901,2.05033754623711,5.7252295270563,3.88723548443674
